Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 07/26  18:00:00,20403091.58069133,0.0,20403091.58069133 
 07/26  19:00:00,12870431.289526338,0.0,12870431.289526338 
 07/26  20:00:00,15791692.40304857,0.0,15791692.403048566 
 07/26  21:00:00,16772092.40304857,0.0,16772092.403048568 
 07/26  22:00:00,14989427.405195989,0.0,14989427.405195989 
 07/26  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/26  24:00:00,17742654.45740009,0.0,17742654.457400085 
 07/27  01:00:00,17742654.45740009,0.0,17742654.457400085 
 07/27  02:00:00,17742654.45740009,0.0,17742654.457400085 
 07/27  03:00:00,17742654.45740009,0.0,17742654.457400085 
 07/27  04:00:00,17742654.45740009,0.0,17742654.457400085 
 07/27  05:00:00,16772223.900638979,0.0,16772223.900638974 
 07/27  06:00:00,29769481.607387704,0.0,29769481.607387697 
 07/27  07:00:00,35250778.809532929,0.0,35250778.80953293 
 07/27  08:00:00,58314511.03485011,0.0,58314511.034850109 
 07/27  09:00:00,60803717.97495268,0.0,60803717.97495268 
 07/27  10:00:00,62368446.3513056,0.0,62368446.351305607 
 07/27  11:00:00,63213450.88971826,0.0,63213450.88971826 
 07/27  12:00:00,60765530.03263862,0.0,60765530.03263862 
 07/27  13:00:00,64950314.26660852,0.0,64950314.26660852 
 07/27  14:00:00,65918529.9940666,0.0,65918529.9940666 
 07/27  15:00:00,67082444.88491306,0.0,67082444.88491305 
 07/27  16:00:00,67758095.32810435,0.0,67758095.32810435 
 07/27  17:00:00,53345700.21250737,0.0,53345700.21250737 
 07/27  18:00:00,20582251.12518385,0.0,20582251.125183848 
 07/27  19:00:00,12870431.289526338,0.0,12870431.289526338 
 07/27  20:00:00,15791692.40304857,0.0,15791692.403048568 
 07/27  21:00:00,16772092.40304857,0.0,16772092.40304857 
 07/27  22:00:00,14989427.405195989,0.0,14989427.405195989 
 07/27  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/27  24:00:00,17742654.45740009,0.0,17742654.457400085 
 07/28  01:00:00,17742654.45740009,0.0,17742654.457400085 
 07/28  02:00:00,17742654.45740009,0.0,17742654.457400085 
 07/28  03:00:00,17742654.45740009,0.0,17742654.457400085 
 07/28  04:00:00,17742654.45740009,0.0,17742654.457400085 
 07/28  05:00:00,16772223.900638979,0.0,16772223.900638974 
 07/28  06:00:00,32590377.358736475,0.0,32590377.358736475 
 07/28  07:00:00,35569341.51168931,0.0,35569341.51168931 
 07/28  08:00:00,57314350.189753208,0.0,57314350.189753208 
 07/28  09:00:00,59119474.97082822,0.0,59119474.97082822 
 07/28  10:00:00,61673017.036082688,0.0,61673017.03608268 
 07/28  11:00:00,64280100.59178023,0.0,64280100.59178023 
 07/28  12:00:00,63367969.96822377,0.0,63367969.968223769 
 07/28  13:00:00,67763881.32705203,0.0,67763881.32705203 
 07/28  14:00:00,67824301.13702348,0.0,67824301.13702348 
 07/28  15:00:00,67785947.22041494,0.0,67785947.22041494 
 07/28  16:00:00,66372449.75993572,0.0,66372449.75993573 
 07/28  17:00:00,50814706.59174553,0.0,50814706.59174553 
 07/28  18:00:00,20413086.553805047,0.0,20413086.553805047 
 07/28  19:00:00,12870431.289526338,0.0,12870431.289526338 
 07/28  20:00:00,15791692.40304857,0.0,15791692.403048568 
 07/28  21:00:00,16772092.40304857,0.0,16772092.403048568 
 07/28  22:00:00,14989427.405195989,0.0,14989427.405195989 
 07/28  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/28  24:00:00,17742654.45740009,0.0,17742654.457400085 
 07/29  01:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  02:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  03:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  04:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  05:00:00,12038257.961957103,0.0,12038257.961957103 
 07/29  06:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  07:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  08:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  09:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  10:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  11:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  12:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  13:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  14:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  15:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  16:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  17:00:00,8116657.961957103,0.0,8116657.961957104 
 07/29  18:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  19:00:00,8116657.961957103,0.0,8116657.961957103 
 07/29  20:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  21:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  22:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/29  24:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  01:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  02:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  03:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  04:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  05:00:00,12038257.961957103,0.0,12038257.961957103 
 07/30  06:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  07:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  08:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  09:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  10:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  11:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  12:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  13:00:00,8116657.961957103,0.0,8116657.961957104 
 07/30  14:00:00,8116657.961957103,0.0,8116657.961957104 
 07/30  15:00:00,8116657.961957103,0.0,8116657.961957104 
 07/30  16:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  17:00:00,8116657.961957103,0.0,8116657.961957104 
 07/30  18:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  19:00:00,8116657.961957103,0.0,8116657.961957103 
 07/30  20:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  21:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  22:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/30  24:00:00,13999057.961957103,0.0,13999057.961957103 
 07/31  01:00:00,17742654.45740009,0.0,17742654.457400085 
 07/31  02:00:00,17742654.45740009,0.0,17742654.457400085 
 07/31  03:00:00,17742654.45740009,0.0,17742654.457400085 
 07/31  04:00:00,17742654.45740009,0.0,17742654.457400085 
 07/31  05:00:00,16772223.900638979,0.0,16772223.900638974 
 07/31  06:00:00,33569652.323155079,0.0,33569652.32315506 
 07/31  07:00:00,36635747.113697718,0.0,36635747.11369772 
 07/31  08:00:00,57868818.50803592,0.0,57868818.50803592 
 07/31  09:00:00,60798654.3810134,0.0,60798654.38101339 
 07/31  10:00:00,63718689.31788464,0.0,63718689.317884627 
 07/31  11:00:00,65472567.908270988,0.0,65472567.90827097 
 07/31  12:00:00,63601453.5061564,0.0,63601453.506156388 
 07/31  13:00:00,69027948.22178789,0.0,69027948.22178787 
 07/31  14:00:00,70018585.16778766,0.0,70018585.16778767 
 07/31  15:00:00,68433970.8894773,0.0,68433970.8894773 
 07/31  16:00:00,66976299.83697086,0.0,66976299.83697086 
 07/31  17:00:00,50716793.17040703,0.0,50716793.17040702 
 07/31  18:00:00,20403091.58069133,0.0,20403091.58069133 
 07/31  19:00:00,12870431.289526338,0.0,12870431.289526338 
 07/31  20:00:00,16772092.40304857,0.0,16772092.403048568 
 07/31  21:00:00,16772092.40304857,0.0,16772092.40304857 
 07/31  22:00:00,14989427.405195989,0.0,14989427.405195989 
 07/31  23:00:00,13999057.961957103,0.0,13999057.961957103 
 07/31  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/01  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/01  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/01  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/01  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/01  05:00:00,16772223.900638979,0.0,16772223.900638974 
 08/01  06:00:00,28874452.22495362,0.0,28874452.22495362 
 08/01  07:00:00,31662270.26984938,0.0,31662270.26984938 
 08/01  08:00:00,53895810.67201698,0.0,53895810.67201698 
 08/01  09:00:00,56437544.895235668,0.0,56437544.895235668 
 08/01  10:00:00,59499476.33534643,0.0,59499476.33534643 
 08/01  11:00:00,61536353.650812569,0.0,61536353.650812569 
 08/01  12:00:00,59318247.16286039,0.0,59318247.162860389 
 08/01  13:00:00,63511690.88893138,0.0,63511690.88893136 
 08/01  14:00:00,63857061.40856424,0.0,63857061.40856423 
 08/01  15:00:00,63834138.74122271,0.0,63834138.7412227 
 08/01  16:00:00,64026771.94264551,0.0,64026771.94264551 
 08/01  17:00:00,49388520.22973484,0.0,49388520.22973484 
 08/01  18:00:00,20833698.898493999,0.0,20833698.89849399 
 08/01  19:00:00,12870431.289526338,0.0,12870431.28952634 
 08/01  20:00:00,16772092.40304857,0.0,16772092.403048566 
 08/01  21:00:00,16772092.40304857,0.0,16772092.403048568 
 08/01  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/01  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/01  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/02  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/02  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/02  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/02  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/02  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/02  06:00:00,28219929.01965338,0.0,28219929.01965338 
 08/02  07:00:00,32772871.749261109,0.0,32772871.749261109 
 08/02  08:00:00,56038767.18583201,0.0,56038767.18583201 
 08/02  09:00:00,59915203.120768588,0.0,59915203.12076858 
 08/02  10:00:00,62463420.65176369,0.0,62463420.6517637 
 08/02  11:00:00,64010693.75468152,0.0,64010693.75468152 
 08/02  12:00:00,61705789.19401133,0.0,61705789.19401133 
 08/02  13:00:00,65675272.5837016,0.0,65675272.5837016 
 08/02  14:00:00,66699672.457964789,0.0,66699672.457964789 
 08/02  15:00:00,67491245.15897466,0.0,67491245.15897466 
 08/02  16:00:00,67584345.28858619,0.0,67584345.28858619 
 08/02  17:00:00,53101244.29484029,0.0,53101244.29484029 
 08/02  18:00:00,20858772.231430256,0.0,20858772.23143025 
 08/02  19:00:00,12870431.289526338,0.0,12870431.28952634 
 08/02  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/02  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/02  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/02  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/02  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/03  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/03  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/03  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/03  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/03  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/03  06:00:00,34628806.88676684,0.0,34628806.88676684 
 08/03  07:00:00,38367647.702836398,0.0,38367647.702836398 
 08/03  08:00:00,61082893.60775228,0.0,61082893.60775228 
 08/03  09:00:00,64650670.57199021,0.0,64650670.57199021 
 08/03  10:00:00,67433552.52631743,0.0,67433552.52631743 
 08/03  11:00:00,69523699.01947494,0.0,69523699.01947494 
 08/03  12:00:00,66634269.39817858,0.0,66634269.39817856 
 08/03  13:00:00,70667236.60173053,0.0,70667236.60173053 
 08/03  14:00:00,71926845.10486034,0.0,71926845.10486034 
 08/03  15:00:00,72833738.48552,0.0,72833738.48551998 
 08/03  16:00:00,72296266.99926549,0.0,72296266.99926549 
 08/03  17:00:00,57230088.36090802,0.0,57230088.36090802 
 08/03  18:00:00,20593222.85458658,0.0,20593222.85458658 
 08/03  19:00:00,12870431.289526338,0.0,12870431.289526338 
 08/03  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/03  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/03  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/03  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/03  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/04  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/04  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/04  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/04  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/04  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/04  06:00:00,41770341.766906809,0.0,41770341.766906809 
 08/04  07:00:00,39158006.98736716,0.0,39158006.98736716 
 08/04  08:00:00,58866824.9431984,0.0,58866824.94319838 
 08/04  09:00:00,61711408.95374074,0.0,61711408.95374073 
 08/04  10:00:00,64084977.29815155,0.0,64084977.29815154 
 08/04  11:00:00,66529363.632866088,0.0,66529363.632866088 
 08/04  12:00:00,65363975.02658136,0.0,65363975.02658137 
 08/04  13:00:00,70349958.85392034,0.0,70349958.85392034 
 08/04  14:00:00,71580261.53499912,0.0,71580261.53499912 
 08/04  15:00:00,72364320.50732044,0.0,72364320.50732044 
 08/04  16:00:00,72953228.838208,0.0,72953228.838208 
 08/04  17:00:00,58579373.18122125,0.0,58579373.18122125 
 08/04  18:00:00,20521456.387108558,0.0,20521456.387108558 
 08/04  19:00:00,12870431.289526338,0.0,12870431.289526338 
 08/04  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/04  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/04  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/04  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/04  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/05  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  05:00:00,13018657.961957103,0.0,13018657.961957103 
 08/05  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/05  07:00:00,8116657.961957103,0.0,8116657.961957104 
 08/05  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  12:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  13:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  14:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  15:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  16:00:00,8116657.961957103,0.0,8116657.961957104 
 08/05  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/05  18:00:00,8116657.961957103,0.0,8116657.961957104 
 08/05  19:00:00,8116657.961957103,0.0,8116657.961957104 
 08/05  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/05  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  05:00:00,13018657.961957103,0.0,13018657.961957103 
 08/06  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  09:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  10:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  13:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  14:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  15:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  16:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  17:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  18:00:00,8116657.961957103,0.0,8116657.961957104 
 08/06  19:00:00,8116657.961957103,0.0,8116657.961957103 
 08/06  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/06  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/07  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/07  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/07  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/07  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/07  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/07  06:00:00,22617521.407164616,0.0,22617521.40716461 
 08/07  07:00:00,26919493.812320576,0.0,26919493.812320576 
 08/07  08:00:00,47097416.04378557,0.0,47097416.043785568 
 08/07  09:00:00,49839071.083532769,0.0,49839071.083532769 
 08/07  10:00:00,51770085.22253903,0.0,51770085.222539018 
 08/07  11:00:00,52875750.42082218,0.0,52875750.42082218 
 08/07  12:00:00,49061779.32188508,0.0,49061779.321885067 
 08/07  13:00:00,53519199.10876492,0.0,53519199.1087649 
 08/07  14:00:00,54705094.97251226,0.0,54705094.972512248 
 08/07  15:00:00,55516717.101817909,0.0,55516717.1018179 
 08/07  16:00:00,55761433.43439135,0.0,55761433.43439135 
 08/07  17:00:00,39848516.90988579,0.0,39848516.909885797 
 08/07  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/07  19:00:00,13850831.289526338,0.0,13850831.289526336 
 08/07  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/07  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/07  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/07  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/07  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/08  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/08  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/08  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/08  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/08  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/08  06:00:00,21623517.30488034,0.0,21623517.304880337 
 08/08  07:00:00,26326589.640892224,0.0,26326589.640892224 
 08/08  08:00:00,47045157.76322793,0.0,47045157.76322793 
 08/08  09:00:00,50552641.042059529,0.0,50552641.042059529 
 08/08  10:00:00,53442774.00799365,0.0,53442774.00799365 
 08/08  11:00:00,55526235.874431099,0.0,55526235.874431099 
 08/08  12:00:00,52343753.24060529,0.0,52343753.24060529 
 08/08  13:00:00,57158069.42043616,0.0,57158069.42043616 
 08/08  14:00:00,57536858.17314153,0.0,57536858.173141527 
 08/08  15:00:00,57547178.343763049,0.0,57547178.343763049 
 08/08  16:00:00,57605495.66407924,0.0,57605495.66407922 
 08/08  17:00:00,41957417.75491861,0.0,41957417.75491861 
 08/08  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/08  19:00:00,13850831.289526338,0.0,13850831.289526336 
 08/08  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/08  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/08  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/08  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/08  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/09  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/09  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/09  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/09  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/09  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/09  06:00:00,24629301.097036534,0.0,24629301.09703653 
 08/09  07:00:00,29297590.431195626,0.0,29297590.431195626 
 08/09  08:00:00,51438219.26466001,0.0,51438219.26466 
 08/09  09:00:00,54870622.390722569,0.0,54870622.39072257 
 08/09  10:00:00,58024956.93932441,0.0,58024956.939324419 
 08/09  11:00:00,59942723.057321559,0.0,59942723.05732153 
 08/09  12:00:00,57123504.74527768,0.0,57123504.74527766 
 08/09  13:00:00,60040396.81536978,0.0,60040396.81536978 
 08/09  14:00:00,60810794.2772417,0.0,60810794.2772417 
 08/09  15:00:00,60930212.801136407,0.0,60930212.801136407 
 08/09  16:00:00,59755897.130230698,0.0,59755897.13023069 
 08/09  17:00:00,43397846.780651289,0.0,43397846.780651289 
 08/09  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/09  19:00:00,13850831.289526338,0.0,13850831.289526338 
 08/09  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/09  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/09  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/09  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/09  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/10  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/10  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/10  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/10  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/10  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/10  06:00:00,24742997.364451574,0.0,24742997.36445157 
 08/10  07:00:00,29065131.445338184,0.0,29065131.445338184 
 08/10  08:00:00,51711642.37064275,0.0,51711642.37064275 
 08/10  09:00:00,55622763.48044307,0.0,55622763.48044307 
 08/10  10:00:00,58792412.62152876,0.0,58792412.62152875 
 08/10  11:00:00,60844468.626551408,0.0,60844468.626551408 
 08/10  12:00:00,58390536.40188262,0.0,58390536.40188261 
 08/10  13:00:00,62697918.65404764,0.0,62697918.65404764 
 08/10  14:00:00,63548594.99056868,0.0,63548594.99056868 
 08/10  15:00:00,63692832.61552113,0.0,63692832.61552113 
 08/10  16:00:00,60835572.937495168,0.0,60835572.93749516 
 08/10  17:00:00,42902482.880757089,0.0,42902482.88075709 
 08/10  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/10  19:00:00,13850831.289526338,0.0,13850831.289526336 
 08/10  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/10  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/10  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/10  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/10  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/11  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/11  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/11  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/11  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/11  05:00:00,17752623.90063898,0.0,17752623.900638977 
 08/11  06:00:00,25632304.4322604,0.0,25632304.4322604 
 08/11  07:00:00,30501166.61340008,0.0,30501166.613400084 
 08/11  08:00:00,54335565.309946719,0.0,54335565.309946719 
 08/11  09:00:00,57163883.50775134,0.0,57163883.50775134 
 08/11  10:00:00,59574154.693642299,0.0,59574154.6936423 
 08/11  11:00:00,60778589.10759279,0.0,60778589.10759279 
 08/11  12:00:00,55417862.59421986,0.0,55417862.59421986 
 08/11  13:00:00,58432447.91425682,0.0,58432447.9142568 
 08/11  14:00:00,57669689.68185448,0.0,57669689.68185448 
 08/11  15:00:00,57702208.02396312,0.0,57702208.02396312 
 08/11  16:00:00,59258145.84940685,0.0,59258145.849406849 
 08/11  17:00:00,45700565.6466557,0.0,45700565.64665569 
 08/11  18:00:00,20436439.366135964,0.0,20436439.366135964 
 08/11  19:00:00,13850831.289526338,0.0,13850831.289526336 
 08/11  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/11  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/11  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/11  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/11  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/12  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/12  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/12  13:00:00,8116657.961957103,0.0,8116657.961957104 
 08/12  14:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  15:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  16:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  18:00:00,8116657.961957103,0.0,8116657.961957103 
 08/12  19:00:00,9097057.961957103,0.0,9097057.961957103 
 08/12  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/12  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/13  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/13  13:00:00,8116657.961957103,0.0,8116657.961957104 
 08/13  14:00:00,8116657.961957103,0.0,8116657.961957104 
 08/13  15:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  16:00:00,8116657.961957103,0.0,8116657.961957104 
 08/13  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  18:00:00,8116657.961957103,0.0,8116657.961957103 
 08/13  19:00:00,9097057.961957103,0.0,9097057.961957103 
 08/13  20:00:00,13999057.961957103,0.0,13999057.961957103 
