Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 08/13  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/13  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/14  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/14  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/14  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/14  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/14  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/14  06:00:00,32222778.78639432,0.0,32222778.78639433 
 08/14  07:00:00,32969191.5026362,0.0,32969191.502636196 
 08/14  08:00:00,53439368.89160653,0.0,53439368.891606528 
 08/14  09:00:00,55020712.6712472,0.0,55020712.6712472 
 08/14  10:00:00,57906232.55574423,0.0,57906232.55574423 
 08/14  11:00:00,60381041.395396318,0.0,60381041.395396318 
 08/14  12:00:00,56872231.003973919,0.0,56872231.003973919 
 08/14  13:00:00,59741092.05760954,0.0,59741092.057609539 
 08/14  14:00:00,58773419.9277576,0.0,58773419.9277576 
 08/14  15:00:00,56486691.15054343,0.0,56486691.15054343 
 08/14  16:00:00,55225191.88235243,0.0,55225191.88235243 
 08/14  17:00:00,39332965.61751223,0.0,39332965.61751223 
 08/14  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/14  19:00:00,13850831.289526338,0.0,13850831.289526336 
 08/14  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/14  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/14  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/14  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/14  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/15  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/15  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/15  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/15  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/15  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/15  06:00:00,25546264.94003027,0.0,25546264.940030267 
 08/15  07:00:00,28671578.86740694,0.0,28671578.86740694 
 08/15  08:00:00,50871450.595411587,0.0,50871450.59541157 
 08/15  09:00:00,54310418.527645248,0.0,54310418.527645248 
 08/15  10:00:00,56957110.71773327,0.0,56957110.71773328 
 08/15  11:00:00,58649322.90994486,0.0,58649322.909944858 
 08/15  12:00:00,55145602.578792039,0.0,55145602.57879203 
 08/15  13:00:00,58325526.81918668,0.0,58325526.81918667 
 08/15  14:00:00,58305331.44218684,0.0,58305331.44218683 
 08/15  15:00:00,58367336.08511821,0.0,58367336.0851182 
 08/15  16:00:00,58102928.69531891,0.0,58102928.6953189 
 08/15  17:00:00,42237413.10422266,0.0,42237413.10422266 
 08/15  18:00:00,20403091.58069133,0.0,20403091.580691328 
 08/15  19:00:00,14831231.289526338,0.0,14831231.289526338 
 08/15  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/15  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/15  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/15  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/15  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/16  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/16  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/16  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/16  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/16  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/16  06:00:00,22977040.98945781,0.0,22977040.98945781 
 08/16  07:00:00,26888544.22235544,0.0,26888544.222355438 
 08/16  08:00:00,47737350.74829445,0.0,47737350.74829445 
 08/16  09:00:00,50730231.21335743,0.0,50730231.21335743 
 08/16  10:00:00,53449570.24415285,0.0,53449570.24415285 
 08/16  11:00:00,54964299.8710849,0.0,54964299.8710849 
 08/16  12:00:00,51490200.720929179,0.0,51490200.72092916 
 08/16  13:00:00,57039431.56272048,0.0,57039431.56272046 
 08/16  14:00:00,58333471.866500068,0.0,58333471.866500068 
 08/16  15:00:00,59157579.35305297,0.0,59157579.35305296 
 08/16  16:00:00,58883198.20586575,0.0,58883198.20586574 
 08/16  17:00:00,43065356.72991352,0.0,43065356.729913529 
 08/16  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/16  19:00:00,14831231.289526338,0.0,14831231.289526336 
 08/16  20:00:00,16772092.40304857,0.0,16772092.403048564 
 08/16  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/16  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/16  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/16  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/17  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/17  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/17  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/17  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/17  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/17  06:00:00,21998255.391797365,0.0,21998255.39179736 
 08/17  07:00:00,25968613.43015731,0.0,25968613.43015731 
 08/17  08:00:00,47255900.82120136,0.0,47255900.821201357 
 08/17  09:00:00,51636371.01891727,0.0,51636371.01891727 
 08/17  10:00:00,55505382.488978799,0.0,55505382.48897879 
 08/17  11:00:00,57519309.117247629,0.0,57519309.11724762 
 08/17  12:00:00,54732241.89420006,0.0,54732241.89420005 
 08/17  13:00:00,59263717.59278846,0.0,59263717.59278845 
 08/17  14:00:00,59884334.84547013,0.0,59884334.84547012 
 08/17  15:00:00,60051493.67161429,0.0,60051493.671614278 
 08/17  16:00:00,59428421.45840774,0.0,59428421.45840773 
 08/17  17:00:00,43126063.538493189,0.0,43126063.53849319 
 08/17  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/17  19:00:00,14831231.289526338,0.0,14831231.289526336 
 08/17  20:00:00,16772092.40304857,0.0,16772092.403048566 
 08/17  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/17  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/17  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/17  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/18  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/18  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/18  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/18  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/18  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/18  06:00:00,22624117.678929759,0.0,22624117.678929755 
 08/18  07:00:00,28012690.544807264,0.0,28012690.544807264 
 08/18  08:00:00,49794260.68936328,0.0,49794260.68936328 
 08/18  09:00:00,53253207.58146413,0.0,53253207.58146413 
 08/18  10:00:00,56357314.415606837,0.0,56357314.41560684 
 08/18  11:00:00,57891652.28904322,0.0,57891652.289043229 
 08/18  12:00:00,54569987.10094309,0.0,54569987.10094309 
 08/18  13:00:00,58739333.88694777,0.0,58739333.886947769 
 08/18  14:00:00,59069116.3903574,0.0,59069116.3903574 
 08/18  15:00:00,59485764.136885169,0.0,59485764.136885169 
 08/18  16:00:00,59538702.10544188,0.0,59538702.105441879 
 08/18  17:00:00,43969662.1451583,0.0,43969662.14515829 
 08/18  18:00:00,20514033.596937058,0.0,20514033.596937058 
 08/18  19:00:00,14831231.289526338,0.0,14831231.289526336 
 08/18  20:00:00,16772092.40304857,0.0,16772092.403048564 
 08/18  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/18  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/18  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/18  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/19  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/19  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/19  13:00:00,8116657.961957103,0.0,8116657.961957104 
 08/19  14:00:00,8116657.961957103,0.0,8116657.961957104 
 08/19  15:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  16:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  18:00:00,8116657.961957103,0.0,8116657.961957103 
 08/19  19:00:00,10077457.961957103,0.0,10077457.961957103 
 08/19  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/19  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  06:00:00,8116657.961957103,0.0,8116657.961957104 
 08/20  07:00:00,8116657.961957103,0.0,8116657.961957104 
 08/20  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  10:00:00,8116657.961957103,0.0,8116657.961957104 
 08/20  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/20  13:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  14:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  15:00:00,8116657.961957103,0.0,8116657.961957104 
 08/20  16:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  18:00:00,8116657.961957103,0.0,8116657.961957103 
 08/20  19:00:00,10077457.961957103,0.0,10077457.961957103 
 08/20  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/20  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/21  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/21  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/21  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/21  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/21  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/21  06:00:00,28171216.764238348,0.0,28171216.764238344 
 08/21  07:00:00,31688985.262298757,0.0,31688985.262298764 
 08/21  08:00:00,54691753.2644541,0.0,54691753.2644541 
 08/21  09:00:00,57916447.726429168,0.0,57916447.726429168 
 08/21  10:00:00,60819271.92804494,0.0,60819271.92804494 
 08/21  11:00:00,62488406.01906845,0.0,62488406.01906845 
 08/21  12:00:00,60356494.58515231,0.0,60356494.58515231 
 08/21  13:00:00,65081842.17020903,0.0,65081842.17020903 
 08/21  14:00:00,66430119.72177227,0.0,66430119.72177227 
 08/21  15:00:00,66009240.78086662,0.0,66009240.78086662 
 08/21  16:00:00,65119249.20869362,0.0,65119249.20869362 
 08/21  17:00:00,49090462.25837537,0.0,49090462.25837537 
 08/21  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/21  19:00:00,14831231.289526338,0.0,14831231.289526338 
 08/21  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/21  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/21  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/21  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/21  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/22  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/22  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/22  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/22  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/22  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/22  06:00:00,36629179.66304551,0.0,36629179.6630455 
 08/22  07:00:00,35801308.9949718,0.0,35801308.99497179 
 08/22  08:00:00,55314745.60727591,0.0,55314745.60727591 
 08/22  09:00:00,56443997.5749578,0.0,56443997.57495779 
 08/22  10:00:00,58277141.529576469,0.0,58277141.529576469 
 08/22  11:00:00,59646205.144854817,0.0,59646205.14485481 
 08/22  12:00:00,57475466.94473083,0.0,57475466.94473083 
 08/22  13:00:00,62807584.57826174,0.0,62807584.57826173 
 08/22  14:00:00,63713724.53045102,0.0,63713724.530451018 
 08/22  15:00:00,66124336.077097658,0.0,66124336.077097658 
 08/22  16:00:00,66781309.336419288,0.0,66781309.33641927 
 08/22  17:00:00,52817032.59605332,0.0,52817032.59605332 
 08/22  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/22  19:00:00,15811631.289526338,0.0,15811631.289526333 
 08/22  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/22  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/22  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/22  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/22  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/23  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/23  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/23  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/23  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/23  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/23  06:00:00,35901910.333632428,0.0,35901910.333632428 
 08/23  07:00:00,34764091.78917663,0.0,34764091.78917663 
 08/23  08:00:00,54681824.98011625,0.0,54681824.98011625 
 08/23  09:00:00,55455889.82417016,0.0,55455889.82417014 
 08/23  10:00:00,55392350.64342135,0.0,55392350.643421348 
 08/23  11:00:00,55433177.66343741,0.0,55433177.663437407 
 08/23  12:00:00,50802667.00471446,0.0,50802667.00471446 
 08/23  13:00:00,56130035.71182541,0.0,56130035.71182539 
 08/23  14:00:00,56575617.293194707,0.0,56575617.293194707 
 08/23  15:00:00,56801699.84134626,0.0,56801699.84134626 
 08/23  16:00:00,55992712.206413369,0.0,55992712.206413369 
 08/23  17:00:00,39296269.916241887,0.0,39296269.916241887 
 08/23  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/23  19:00:00,15811631.289526338,0.0,15811631.289526333 
 08/23  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/23  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/23  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/23  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/23  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/24  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/24  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/24  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/24  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/24  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/24  06:00:00,28505076.613835187,0.0,28505076.613835187 
 08/24  07:00:00,30074410.819653505,0.0,30074410.819653505 
 08/24  08:00:00,50936642.77402371,0.0,50936642.77402371 
 08/24  09:00:00,52742619.196156878,0.0,52742619.19615687 
 08/24  10:00:00,54462726.10585368,0.0,54462726.10585368 
 08/24  11:00:00,55902180.65177146,0.0,55902180.651771459 
 08/24  12:00:00,52574157.28790626,0.0,52574157.28790627 
 08/24  13:00:00,57876639.4746539,0.0,57876639.47465389 
 08/24  14:00:00,58245636.97721075,0.0,58245636.977210748 
 08/24  15:00:00,58425660.92344521,0.0,58425660.92344521 
 08/24  16:00:00,58575568.99579241,0.0,58575568.995792407 
 08/24  17:00:00,43111017.37564871,0.0,43111017.3756487 
 08/24  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/24  19:00:00,15811631.289526338,0.0,15811631.289526336 
 08/24  20:00:00,16772092.40304857,0.0,16772092.40304857 
 08/24  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/24  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/24  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/24  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/25  01:00:00,17742654.45740009,0.0,17742654.457400085 
 08/25  02:00:00,17742654.45740009,0.0,17742654.457400085 
 08/25  03:00:00,17742654.45740009,0.0,17742654.457400085 
 08/25  04:00:00,17742654.45740009,0.0,17742654.457400085 
 08/25  05:00:00,18733023.90063898,0.0,18733023.900638977 
 08/25  06:00:00,26909067.42401187,0.0,26909067.42401187 
 08/25  07:00:00,29509439.784007446,0.0,29509439.78400744 
 08/25  08:00:00,51177440.590404327,0.0,51177440.59040432 
 08/25  09:00:00,53986344.245387848,0.0,53986344.24538784 
 08/25  10:00:00,56507270.303340937,0.0,56507270.303340937 
 08/25  11:00:00,57612874.74018425,0.0,57612874.74018423 
 08/25  12:00:00,54378619.224487427,0.0,54378619.22448741 
 08/25  13:00:00,59230255.76553034,0.0,59230255.76553034 
 08/25  14:00:00,59815843.93738825,0.0,59815843.93738825 
 08/25  15:00:00,60251673.57090849,0.0,60251673.57090848 
 08/25  16:00:00,59645332.6018858,0.0,59645332.601885799 
 08/25  17:00:00,43767128.4383283,0.0,43767128.438328299 
 08/25  18:00:00,20403091.58069133,0.0,20403091.58069133 
 08/25  19:00:00,15811631.289526338,0.0,15811631.289526336 
 08/25  20:00:00,16772092.40304857,0.0,16772092.403048568 
 08/25  21:00:00,16772092.40304857,0.0,16772092.40304857 
 08/25  22:00:00,14989427.405195989,0.0,14989427.405195989 
 08/25  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/25  24:00:00,17742654.45740009,0.0,17742654.457400085 
 08/26  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  06:00:00,9097057.961957103,0.0,9097057.961957103 
 08/26  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  12:00:00,8116657.961957103,0.0,8116657.961957104 
 08/26  13:00:00,8116657.961957103,0.0,8116657.961957104 
 08/26  14:00:00,8116657.961957103,0.0,8116657.961957104 
 08/26  15:00:00,8116657.961957103,0.0,8116657.961957104 
 08/26  16:00:00,8116657.961957103,0.0,8116657.961957104 
 08/26  17:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  18:00:00,8116657.961957103,0.0,8116657.961957103 
 08/26  19:00:00,11057857.961957103,0.0,11057857.961957103 
 08/26  20:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  21:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  22:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  23:00:00,13999057.961957103,0.0,13999057.961957103 
 08/26  24:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  01:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  02:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  03:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  04:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  05:00:00,13999057.961957103,0.0,13999057.961957103 
 08/27  06:00:00,9097057.961957103,0.0,9097057.961957103 
 08/27  07:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  08:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  09:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  10:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  11:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  12:00:00,8116657.961957103,0.0,8116657.961957103 
 08/27  13:00:00,8116657.961957103,0.0,8116657.961957104 
 08/27  14:00:00,8116657.961957103,0.0,8116657.961957104 
 08/27  15:00:00,8116657.961957103,0.0,8116657.961957103 
