Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 07/06  10:00:00,178785559.6,1671643.766,227067113.3,1854464.684,217811504.6,5154273.967
 07/06  11:00:00,190052886.9,3271255.053,237525109.1,3636894.38,213527874.1,5153939.727
 07/06  12:00:00,192426679.3,3271515.656,229041906.2,3637184.943,210010899,5155586.691
 07/06  13:00:00,213578041,3271574.479,266757799.6,3637250.764,230173158.4,5155121.245
 07/06  14:00:00,222001010.4,1671400.711,276588837.5,1854194.432,234283121.3,5153076.221
 07/06  15:00:00,225442146.8,1671470.265,280667928.3,1854271.815,236053845,3459227.477
 07/06  16:00:00,229184205.2,3271132.649,286803374.3,3636757.813,248794213.5,5154308.075
 07/06  17:00:00,149166382.1,1671380.324,179822771.3,1854170.722,172902168.7,3459233.816
 07/06  18:00:00,117448143.1,1671310.818,141487815.2,1854093.011,145157173.9,1765475.888
 07/06  19:00:00,114200749.7,1671240.345,141410718.7,1854013.658,150879317.5,1765286.659
 07/06  20:00:00,102272369.5,1671281.491,125448232.7,1854059.878,139724933.9,3458716.202
 07/06  21:00:00,115589660.9,1671155.655,136907812.9,1853919.357,149501447.8,1765079.244
 07/06  22:00:00,96012026.61,72000,113581943.5,72000,126550418.8,1764884.508
 07/06  23:00:00,85864259.42,1671030.388,101742904.1,1853781.173,114692662.6,72000
 07/06  24:00:00,34633452.83,1671062.04,35327271.32,1853816.313,34580257.57,1765028.667
 07/07  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764886.737
 07/07  02:00:00,34633452.83,1671043.705,35327271.32,1853796.074,34580257.57,1764886.337
 07/07  03:00:00,34633452.83,1671090.449,35327271.32,1853847.753,34580257.57,1764890.497
 07/07  04:00:00,34633452.83,1671079.864,35327271.32,1853836.167,34580257.57,1764897.244
 07/07  05:00:00,93184881.12,72000,106505848.8,72000,116325309.2,1764977.701
 07/07  06:00:00,58501198.52,1671076.335,72476510.92,1853832.52,82207137.27,1765050.213
 07/07  07:00:00,88063833.06,1671370.624,106951523.6,1854159.752,111697922,1765497.228
 07/07  08:00:00,163668236.1,3271277.781,202571744.6,3636918.1,193843644.2,5154170.969
 07/07  09:00:00,171608812.3,1671657.825,214462367.2,1854480.2,202229880.9,3460202.542
 07/07  10:00:00,179162396.4,3271295.82,229552120.9,3636938.984,220478662.1,5154309.672
 07/07  11:00:00,192578746.3,1671738.07,246440189.9,1854569.919,217396938.3,5155244.291
 07/07  12:00:00,201731296,3271784.662,244166219.6,3637483.93,218236091.9,5155521.868
 07/07  13:00:00,228130556.7,3271510.872,292484288,3637179.703,254511972.9,6849416.209
 07/07  14:00:00,237044696.5,3270800.912,302775849.8,3636387.777,254940665.5,3459548.116
 07/07  15:00:00,234402774.7,1671496.06,298153464.5,1854299.921,248792864.4,3459583.083
 07/07  16:00:00,228183191,3271333.598,290638048,3636980.763,252601994.6,5154587.259
 07/07  17:00:00,141419298.1,1671403.662,174213048.6,1854196.861,169863092.7,3459208.14
 07/07  18:00:00,111926416.3,1671331.169,136496173.8,1854115.602,144551249.2,1765472.621
 07/07  19:00:00,115585701.4,1671231.597,144614519.5,1854004.342,157842772.1,3458498.829
 07/07  20:00:00,107741555.2,72000,133357017.9,72000,150870677.1,1765338.767
 07/07  21:00:00,121991066.4,1671173.339,145838620.7,1853938.726,161804912.6,1764985.721
 07/07  22:00:00,99847142.81,1671088.318,118423127.1,1853844.12,133099653.1,1764909.686
 07/07  23:00:00,86860596.83,1671063.371,102737456.6,1853817.56,115706646.8,1764881.298
 07/07  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 07/08  01:00:00,34633452.83,1671038.685,35327271.32,1853790.415,34580257.57,1764895.779
 07/08  02:00:00,34633452.83,1671089.027,35327271.32,1853846.172,34580257.57,1764904.593
 07/08  03:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764904.909
 07/08  04:00:00,34633452.83,1671074.545,35327271.32,1853830.246,34580257.57,1764919.706
 07/08  05:00:00,91264446.94,1671150.186,103774572.1,1853914.598,112169812.2,1765013.873
 07/08  06:00:00,56626760.69,1671109.487,69575050.71,1853869.354,78206700.29,1764989.663
 07/08  07:00:00,85095159.3,1671390.508,102401329.8,1854181.739,106118877.9,3459001.838
 07/08  08:00:00,159763795.4,1671661.339,195879997.8,1854484.103,186953173.4,3460157.209
 07/08  09:00:00,169755504.7,3271356.21,211978687.2,3637005.667,199321017.7,5154438.881
 07/08  10:00:00,182033950.4,1671673.145,234600175.8,1854497.274,222226383.5,3460273.673
 07/08  11:00:00,204006300.3,3271332.474,262840668.9,3636980.131,224036860.8,5154350.555
 07/08  12:00:00,204769066.6,3271462.165,250091478.8,3637125.467,223797845.6,6849564.814
 07/08  13:00:00,214046458.2,3271613.687,272382066.2,3637293.916,235631584.2,5155263.151
 07/08  14:00:00,207023849.5,1671499.682,256326853.4,1854304.274,216631053.7,3459440.359
 07/08  15:00:00,217453914.4,3270976.825,269790901.3,3636584.107,225548927.7,5153547.046
 07/08  16:00:00,201327357.7,3271577.438,248306367,3637252.43,216545318.1,3460695.184
 07/08  17:00:00,115931582.9,1671476.37,140622768.7,1854021.921,143643441.6,3459737.366
 07/08  18:00:00,95525456.63,1671386.929,115187820.5,1854178.14,121545186.6,3458992.41
 07/08  19:00:00,95441208.03,1671278.934,115432776.4,1854057.694,123975752.8,3458593.082
 07/08  20:00:00,90975679.96,1671338.148,109718762.9,1854123.459,120128301.5,1765409.491
 07/08  21:00:00,108432332.4,1671170.084,126910463.1,1853936.062,137111720.6,1765073.125
 07/08  22:00:00,91776676.42,1671056.382,107538478,1853810.111,119104682.8,1764905.133
 07/08  23:00:00,82543674.57,72000,96830640.31,72000,108868776.4,1764913.51
 07/08  24:00:00,34633452.83,1671098.297,35327271.32,1853876.858,34580257.57,1764969.867
 07/09  01:00:00,34633452.83,1671085.582,35327271.32,1853842.483,34580257.57,1764915.587
 07/09  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 07/09  03:00:00,34633452.83,1671083.35,35327271.32,1853840.07,34580257.57,1764913.09
 07/09  04:00:00,34633452.83,1671073.345,35327271.32,1853828.961,34580257.57,1764897.599
 07/09  05:00:00,94942703.84,1671132.669,108050521.4,1853895.06,118172174.7,1764991.944
 07/09  06:00:00,60855452.2,1671068.115,75166623.41,1853823.388,85945596.52,1764966.747
 07/09  07:00:00,88259552.21,1671282.592,106508764.6,1854062.551,111481843.5,3458680.83
 07/09  08:00:00,158758090.7,1671482.093,194572507.2,1854285.169,178646370.9,3459725.596
 07/09  09:00:00,160850252.8,3271179.893,196370175.5,3636810.709,188254271.4,5153752.776
 07/09  10:00:00,160649692.6,1671441.383,194582081.1,1854239.885,186713142.6,5153980.757
 07/09  11:00:00,160600953.7,3271674.447,193342075.9,3637360.83,184726507.9,5155285.966
 07/09  12:00:00,160180189.3,3271843.044,190665917.1,3637549.254,183595704.7,5156165.242
 07/09  13:00:00,164849993.2,3271310.859,200561431.8,3637187.804,193750969.3,6849518.541
 07/09  14:00:00,166094755.5,3271166.507,202146197.3,3636794.678,193674880.1,3459954.97
 07/09  15:00:00,164685302.2,1671536.72,199323384.7,1854308.975,192153434.2,3459630.014
 07/09  16:00:00,165588250,3271460.994,200138536.4,3637122.887,192066591.2,5154834.395
 07/09  17:00:00,113917483.3,1671428.536,139042703.4,1854225.065,141727891.3,3459312.16
 07/09  18:00:00,94471105.44,1671360.124,113867679.4,1854148.199,119176324.9,3458821.449
 07/09  19:00:00,93734780.12,1671285.31,113058434.8,1854064.328,120122609.6,1765315.796
 07/09  20:00:00,86125403.74,1671319.997,103011119.9,1854103.272,110734317.4,3458796.007
 07/09  21:00:00,100844944.8,1671176.312,116324777.4,1853942.953,122609452.8,1765068.134
 07/09  22:00:00,82455160.62,1671057.675,94777733.72,1853811.54,101352112.2,1764911.483
 07/09  23:00:00,72223277.87,1671085.246,82756209.26,1853842.231,89333413.22,1764928.999
 07/09  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764946.104
 07/10  01:00:00,34633452.83,1671135.289,35327271.32,1853897.851,34580257.57,1764965.125
 07/10  02:00:00,34633452.83,1671120.528,35327271.32,1853881.563,34580257.57,1764957.078
 07/10  03:00:00,34633452.83,1671101.016,35327271.32,1853859.895,34580257.57,1764951.724
 07/10  04:00:00,34633452.83,1671111.056,35327271.32,1853871.129,34580257.57,1764970.63
 07/10  05:00:00,70854923.51,1671206.115,77808495.57,1853976.958,78595015.03,1765018.002
 07/10  06:00:00,40634419.91,1671218.457,47242341.21,1853990.227,48999119.53,1765113.666
 07/10  07:00:00,71591287.79,1671452.053,82524801.41,1854250.325,82280926.68,3459106.935
 07/10  08:00:00,141503858.2,1671711.95,160691061.7,1854540.435,153300306.5,3460212.886
 07/10  09:00:00,147444789,3271480.596,169412284.2,3637144.154,162938036,5154629.17
 07/10  10:00:00,151343841.5,3271500.449,173764313.2,3637166.244,169123851.5,3460476.623
 07/10  11:00:00,154911226,1671823.926,178050744.8,1854665.476,174256499,5155262.78
 07/10  12:00:00,160114857.1,3271714.635,184773159.8,3637406.447,177854664.4,6850191.027
 07/10  13:00:00,168086527.3,3271715.781,195529763.9,3637407.661,183052185.8,5154930.406
 07/10  14:00:00,172589954.8,3270989.615,202159779.5,3636598.162,187006619.3,5153585.859
 07/10  15:00:00,174625117.6,1671404.155,203348044.8,1854198.074,185810725.8,3459523.246
 07/10  16:00:00,170651309.2,3271562.82,199323497.5,3637235.842,184910919.6,5155020.925
 07/10  17:00:00,112236896.8,1671449.987,132854625.3,1854248.398,135211901.8,3459187.006
 07/10  18:00:00,92591567.98,1671279.334,109915562.5,1854059.696,114282080.1,3458839.451
 07/10  19:00:00,90469245.63,1671317.773,107759713.8,1853746.548,112836314.8,1765356.722
 07/10  20:00:00,83339755.27,1671341.738,98744418.89,1854127.262,104734137,3458762.543
 07/10  21:00:00,99238150.22,1671178.176,114018365.3,1853944.719,119433594.8,1765092.027
 07/10  22:00:00,82297924.58,1671146.706,94538524.9,1853909.512,101024738,1765015.072
 07/10  23:00:00,72436823.08,1671155.735,82911348.15,1853920.019,89289870.86,72000
 07/10  24:00:00,34633452.83,1671083.732,35327271.32,1853840.616,34580257.57,1765072.374
 07/11  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1765061.63
 07/11  02:00:00,34633452.83,1671129.947,35327271.32,1853891.89,34580257.57,1764950.913
 07/11  03:00:00,34633452.83,1671078.508,35327271.32,1853834.765,34580257.57,1764938.408
 07/11  04:00:00,34633452.83,1671121.458,35327271.32,1853882.457,34580257.57,1764941.394
 07/11  05:00:00,71172750.42,1671157.709,80463287.22,1853922.963,85662812.35,1765048.206
 07/11  06:00:00,45970562.63,72000,54588811.18,72000,57081265.03,1764989.979
 07/11  07:00:00,44257908.08,1671208.764,52839822.57,1853979.947,54607371.51,3458230.226
 07/11  08:00:00,74477890.91,1671242.39,87962758.35,1854126.138,86695753.37,1765343.099
 07/11  09:00:00,75517037.98,3270796.897,89882265.8,3636383.112,88670527.62,3458910.349
 07/11  10:00:00,76839854.85,1671407.322,92048492.73,1854200.722,90889583.11,1765484.82
 07/11  11:00:00,79102819.02,1671486.537,95468055,1854289,94701589.21,3459290.355
 07/11  12:00:00,58764142.17,1671413.628,71899777.22,1854207.625,74057553.09,3459015.073
 07/11  13:00:00,60820613.86,1671335.93,74033202.23,1854121.39,76842472.35,3458736.546
 07/11  14:00:00,63610642.37,1671260.671,77718790.24,1854037.406,81014485.4,1765277.17
 07/11  15:00:00,67437129.2,1671243.906,82924208.68,1854017.832,87045794.13,1765248.984
 07/11  16:00:00,70235524.08,1671248.392,86614274.41,1854023.223,90948795.57,1765263.486
 07/11  17:00:00,55411692.17,1671108.375,68848181.47,1853866.998,74474647.83,1765103.802
 07/11  18:00:00,52287039.92,72000,64384250.97,72000,69115634.01,1765023.4
 07/11  19:00:00,6938184.833,1671176.174,7632003.317,1853941.924,6884989.575,1765058.782
 07/11  20:00:00,16169940.83,1671151.416,16863759.32,1853915.148,16116745.57,1765041.432
 07/11  21:00:00,34633452.83,1671198.886,35327271.32,1853968.084,34580257.57,1765117.32
 07/11  22:00:00,34633452.83,1671088.676,35327271.32,1853845.87,34580257.57,1764906.754
 07/11  23:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764918.104
 07/11  24:00:00,34633452.83,1671100.945,35327271.32,1853859.562,34580257.57,1764924.672
 07/12  01:00:00,34633452.83,1671085.507,35327271.32,1853842.318,34580257.57,1764886.761
 07/12  02:00:00,34633452.83,1671058.081,35327271.32,1853811.85,34580257.57,1764882.334
 07/12  03:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 07/12  04:00:00,34633452.83,1671091.813,35327271.32,1853849.039,34580257.57,1764883.955
 07/12  05:00:00,71118051.06,1671143.56,80292348.74,1853906.872,85270409.89,1765014.695
 07/12  06:00:00,41043526.23,72000,49454576.44,72000,52917482.09,1764875.028
 07/12  07:00:00,40323965.9,1671085.77,48833212.47,1853842.44,51824167.86,1764877.1
 07/12  08:00:00,40388405.07,1671059.02,49117825.36,1853812.877,51989210.6,1764961.697
 07/12  09:00:00,42086886.2,1671138.004,51444665.1,1853899.136,54986891.65,1764992.891
 07/12  10:00:00,45382022.2,72000,55686798.08,72000,60672659.46,72000
 07/12  11:00:00,48484514.19,1671118.183,59516992.81,1853877.583,65413288.81,1764996.045
 07/12  12:00:00,48656037.45,1671147.31,59507410.28,1853909.901,64917102.56,1765038.948
 07/12  13:00:00,48556823.14,72000,59373942.5,72000,64519458.41,1765120.877
 07/12  14:00:00,49136799.52,1671083.046,60129943.93,1853839.382,65319632.45,1764983.03
 07/12  15:00:00,50075099.32,1671079.699,61465160.7,1853835.054,66738567.8,1764902.456
 07/12  16:00:00,51655921.41,72000,63579305.97,72000,69104313.31,72000
 07/12  17:00:00,52887172.64,1671024.03,65198571.56,1853773.622,70734207.31,1764832.571
 07/12  18:00:00,6938184.833,1671086.569,7632003.317,1853842.057,6884989.575,1764944.112
 07/12  19:00:00,6938184.833,72000,7632003.317,72000,6884989.575,1764909.804
 07/12  20:00:00,16169940.83,1671077.507,16863759.32,1853832.407,16116745.57,72000
 07/12  21:00:00,34633452.83,1671137.446,35327271.32,1853899.687,34580257.57,1764996.381
 07/12  22:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764930.071
 07/12  23:00:00,34633452.83,1671086.329,35327271.32,1853842.799,34580257.57,1764876.431
 07/12  24:00:00,34633452.83,1671073.468,35327271.32,1853828.883,34580257.57,1764871.688
 07/13  01:00:00,34633452.83,1671097.707,35327271.32,1853856.03,34580257.57,1764912.744
 07/13  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764911.695
 07/13  03:00:00,34633452.83,1671082.965,35327271.32,1853839.546,34580257.57,72000
 07/13  04:00:00,34633452.83,1671070.491,35327271.32,1853825.69,34580257.57,1764913.075
 07/13  05:00:00,95445533.08,1671135.913,108653826.2,1853898.548,120029095.3,1765053.705
 07/13  06:00:00,60784940.72,72000,74971390.96,72000,85973737.48,1764936.984
 07/13  07:00:00,88675634.7,1671227.722,107137699.1,1854001.286,112465401.6,3458635.726
 07/13  08:00:00,161220686.8,3271152.459,199090244.6,3636771.361,189285164.1,3459973.286
 07/13  09:00:00,165583020,1671635.399,204697666.6,1854455.396,192018637.4,5154040.317
 07/13  10:00:00,166062758.6,3271106.616,203748816.6,3636728.283,197677319.2,5153414.966
 07/13  11:00:00,165885140.5,3271207.321,203573755.9,3636841.106,192070357.2,5153548.951
 07/13  12:00:00,163067211.7,3271528.499,195768654.3,3637198.856,188301627.9,5155398.825
 07/13  13:00:00,164480617.1,3271252.097,199964164.6,3636892.57,193938106.6,6849200.421
 07/13  14:00:00,165646542.3,1671467.274,202390786.5,1854268.4,191992812.6,3459682.297
 07/13  15:00:00,168060822.1,3270783.84,206282732.1,3636368.882,194905149.8,3459550.15
 07/13  16:00:00,169528023.7,1671730.882,208461925.4,1854561.839,201918807.6,5154031.549
 07/13  17:00:00,116909798.8,3270854.055,144241560.5,3636497.876,146262672.1,3459177.766
 07/13  18:00:00,97747395.83,1671332.658,118803502.4,1854117.597,124723271.7,3458919.311
 07/13  19:00:00,98048744.78,1671268.692,119457456.9,1854045.536,128825470.2,1765301.078
 07/13  20:00:00,90520477.99,1671325.875,109313045.2,1854109.63,119224328.5,1765378.73
 07/13  21:00:00,104800119.5,72000,121930079.1,72000,130183269.9,1765096.033
 07/13  22:00:00,85401762.28,1671138.858,98797756.32,1853901.223,106859258.5,1765012.197
 07/13  23:00:00,75149094.07,1671102.903,86820967.56,1853861.739,94787300.91,1764924.201
 07/13  24:00:00,34633452.83,1671102.496,35327271.32,1853861.227,34580257.57,1765005.002
 07/14  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764912.41
 07/14  02:00:00,34633452.83,1671099.592,35327271.32,1853857.995,34580257.57,1764914.877
 07/14  03:00:00,34633452.83,1671096.69,35327271.32,1853854.808,34580257.57,1764921.985
 07/14  04:00:00,34633452.83,1671113.553,35327271.32,1853873.574,34580257.57,1764911.281
 07/14  05:00:00,83233567.44,1671154.304,93772519.8,1853919.243,100112774.4,1765011.444
 07/14  06:00:00,49528977.63,72000,59510526.37,72000,65194109.3,1765006.748
 07/14  07:00:00,79384061.32,3270713.624,94009051.85,3636288.933,96088091.64,1765495.3
 07/14  08:00:00,151260402.6,1671659.16,179056197.5,1854481.583,171466073.7,5153917.642
 07/14  09:00:00,155246192.1,3271323.565,183785845.7,3636969.337,175327536.3,3460308.604
 07/14  10:00:00,158379254.8,1671608.223,187674894.8,1854425.226,182843151.1,5154288.467
 07/14  11:00:00,159383189.2,3271506.226,187944800.2,3637173.526,181787307.1,5154705.675
 07/14  12:00:00,159875084.9,3271720.86,187651444.4,3637413.219,181667279.1,6849936.603
 07/14  13:00:00,161121465.6,3271415.531,190482952.2,3637074.787,186198458.6,5155274.33
 07/14  14:00:00,164007976.7,1671542.718,196493700.8,1854352.074,188033792.6,3459700.792
 07/14  15:00:00,168919906.9,3270964.547,203786785.9,3636569.815,190933928.7,5153483.159
 07/14  16:00:00,168918000.3,1671710.307,203792494,1854538.828,194239257.1,3460478.798
 07/14  17:00:00,114588159.9,3270881.644,138005269.1,3636529.915,139211460.5,3459301.203
 07/14  18:00:00,94450634.26,1671359.868,113069618.1,1854147.821,116893110.6,3459000.691
 07/14  19:00:00,91672607.75,1671290.183,109906311.1,1854069.703,115155959.1,1765305.456
 07/14  20:00:00,84370433.29,1671302.365,100724559.3,1854083.798,107276129.7,3458737.51
 07/14  21:00:00,99358669.23,1671192.568,114403911.5,1853961.093,119816656,1765074.764
 07/14  22:00:00,81236379.82,72000,93213791.98,72000,98928277.82,1765014.435
 07/14  23:00:00,71378331.17,1671155.908,81703233.82,1853919.725,87556276.08,1764936.025
 07/14  24:00:00,34633452.83,1671143.928,35327271.32,1853907.399,34580257.57,1764922.922
 07/15  01:00:00,34633452.83,1671113.485,35327271.32,1853873.737,34580257.57,1764953.712
 07/15  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764942.866
 07/15  03:00:00,34633452.83,1671155.338,35327271.32,1853920.029,34580257.57,1764921.077
 07/15  04:00:00,34633452.83,1671126.474,35327271.32,1853888.161,34580257.57,72000
 07/15  05:00:00,76347276.56,1671162.283,85081438.46,1853928.24,88298314.76,3458220.063
 07/15  06:00:00,43934382.26,1671186.81,51679345.46,1853955.441,54625671.81,1765044.586
 07/15  07:00:00,73429869.5,1671459.644,84935407.1,1854218.304,85200609.26,1765564.852
 07/15  08:00:00,143553654.5,3271384.834,163419840,3637037.627,157295689.7,5154261.181
 07/15  09:00:00,150394830.7,1671728.584,174077415.5,1854559.103,167416047.7,3460366.932
 07/15  10:00:00,156278763,3271472.018,182805796.8,3637134.682,178431022.1,5154595.732
 07/15  11:00:00,161604931.5,3271671.382,190565850.5,3637357.17,183142344.5,5155239.945
