Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 06/23  19:00:00,81932693.19,3270720.9,96570684.42,3636297.233,99505436.6,1765368.029
 06/23  20:00:00,75600855.66,1671384.802,88094989.46,1854175.822,91992817.84,3458922.956
 06/23  21:00:00,91848838.07,1671241.074,103579324.5,1853993.508,106800140.4,1765133.182
 06/23  22:00:00,74810765.37,72000,84004084.56,72000,87977975.36,1765050.455
 06/23  23:00:00,64471265,1671200.992,71623444.01,1853970.358,75160314.08,1764985.284
 06/23  24:00:00,34633452.83,1671143.922,35327271.32,1853907.916,34580257.57,1764994.393
 06/24  01:00:00,34633452.83,1671160.412,35327271.32,1853926.25,34580257.57,1765002.62
 06/24  02:00:00,34633452.83,1671186.265,35327271.32,1853954.974,34580257.57,1765008.87
 06/24  03:00:00,34633452.83,1671218.437,35327271.32,1853875.39,34580257.57,1764976.429
 06/24  04:00:00,34633452.83,1671161.346,35327271.32,1853927.465,34580257.57,1765002.685
 06/24  05:00:00,59902543.62,1671190.501,64221185.8,1853960.114,62730678.94,3458193.504
 06/24  06:00:00,33960829.03,1671266.811,37349924.25,1854044.349,36527058.53,1765147.595
 06/24  07:00:00,65384769.26,1671524.27,72772663.29,1854331.161,71153294.04,3459267.372
 06/24  08:00:00,132767322.9,3271527.007,141212636.6,3637196.711,137410025.4,3460361.596
 06/24  09:00:00,141269731.2,1671810.003,158672068.2,1854627.818,152375477.1,5154884.765
 06/24  10:00:00,145239750.4,3271267.422,165457372.3,3636908.561,159016867.2,5154613.574
 06/24  11:00:00,146624460.4,3271773.613,168066680,3637472.536,160714034.1,5155535.05
 06/24  12:00:00,150104747.5,3272205.45,174248214.6,3637953.307,166395785.6,6851781.894
 06/24  13:00:00,154349019.6,3271933.335,177479733.3,3637650.256,174314458.6,6850985.019
 06/24  14:00:00,156772398,3271358.971,181466339.4,3637008.992,176778305.2,3460202.239
 06/24  15:00:00,157421962.8,1671637.361,183604628.3,1854398.957,177439924.3,3459984.392
 06/24  16:00:00,158499189.9,3271299.497,184892421.6,3636944.405,180718498,5155043.574
 06/24  17:00:00,109962935.7,1671432.517,131526814.5,1854230.247,131986362.5,4278812.98
 06/24  18:00:00,91999778.63,3270819.525,109648864,3636406.991,113309923.2,2639623.356
 06/24  19:00:00,90184896.8,1671306.141,107641901,1854087.691,112803123.7,3458719.851
 06/24  20:00:00,81730713.71,1671361.658,96789173.86,1854149.826,102637624.4,1765465.591
 06/24  21:00:00,98082232.41,72000,112644809.6,72000,117841138.8,1765088.801
 06/24  22:00:00,80447166.38,1671102.398,92264183.17,1853861.267,98347213.56,1764910.322
 06/24  23:00:00,70465907.22,1671157.598,80569236.35,1853921.772,86686322.18,1765014.275
 06/24  24:00:00,34633452.83,1671099.437,35327271.32,1853858.418,34580257.57,1764936.81
 06/25  01:00:00,34633452.83,1671156.58,35327271.32,1853921.666,34580257.57,1764928.982
 06/25  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764971.004
 06/25  03:00:00,34633452.83,1671148.499,35327271.32,1853912.936,34580257.57,1764977.082
 06/25  04:00:00,34633452.83,1671141.862,35327271.32,1853905.645,34580257.57,1764981.105
 06/25  05:00:00,68017184.82,1671211.657,75340485.91,1853983.495,77035085.77,1765027.374
 06/25  06:00:00,41312733.38,1671147.197,48117108.83,1853911.81,50209215.03,1765062.915
 06/25  07:00:00,71782730.48,1671479.728,82766763.27,1854281.39,82728574.75,3459172.438
 06/25  08:00:00,140992463,3271491.96,158726943.1,3637157.509,152267855.9,5154572.941
 06/25  09:00:00,148573736.9,3271527.437,171302984.8,3637197.119,165260592.1,3460524.749
 06/25  10:00:00,155604777.4,1671738.514,182768917.7,1854570.503,177366706.5,5154761.61
 06/25  11:00:00,160557034.6,3271704.227,189788399.5,3637394.536,184398719.5,5155509.807
 06/25  12:00:00,163614991,3271938.101,191788572.4,3637656.595,185220823.5,6849966.26
 06/25  13:00:00,168967793.1,3271248.943,200634222.3,3636888.724,189536816.2,6849263.589
 06/25  14:00:00,173545789.4,3271128,207280129.7,3636752.763,192501488,3459779.105
 06/25  15:00:00,172275309.7,1671601.645,205473968.5,1854417.721,192407386.3,3459902.494
 06/25  16:00:00,170955334.2,3271252.477,204179341.8,3636892.378,190354048.7,5154642.869
 06/25  17:00:00,116206972.6,1671407.375,138910293.4,1854201.485,140917719.8,3459341.031
 06/25  18:00:00,96422624,1671392.56,115246836.1,1854184.076,120166192.4,3459103.777
 06/25  19:00:00,94801214.4,1671302.363,113872030.4,1854083.213,120327257.5,1765361.258
 06/25  20:00:00,86747092.26,1671343.97,103720086.9,1854129.638,110992381.1,3458860.481
 06/25  21:00:00,100916995.5,1671196.939,116529722.5,1853965.164,122451018.7,1765126.946
 06/25  22:00:00,82540620.82,1671147.085,95124369.57,1853910.035,101442707,1765011.076
 06/25  23:00:00,72421405.87,1671116.16,83317892.26,1853876.823,89719608.62,1764914.662
 06/25  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764953.621
 06/26  01:00:00,34633452.83,1671081.418,35327271.32,1853838.403,34580257.57,1764953.05
 06/26  02:00:00,34633452.83,1671148.204,35327271.32,1853912.509,34580257.57,1764942.746
 06/26  03:00:00,34633452.83,1671133.319,35327271.32,1853896.111,34580257.57,1764938.588
 06/26  04:00:00,34633452.83,1671123.92,35327271.32,1853885.709,34580257.57,1764977.083
 06/26  05:00:00,71241832.72,1671206.155,79632666.11,1853977.299,82109654.61,1765071.363
 06/26  06:00:00,44175712.58,72000,52465389.3,1853982.206,55693142.77,1765113.051
 06/26  07:00:00,75383632.39,3270850.271,88626074.24,1854255.339,89398303.1,3459178.659
 06/26  08:00:00,148414648.6,1671716.336,174695185.9,1854545.713,164131167.8,3460341.028
 06/26  09:00:00,155711726.7,3271496.835,185688677.1,3637163.032,177295548.4,5154699.982
 06/26  10:00:00,161437082.1,3271432.265,193675732.3,3637091.152,186770224.6,5154730.668
 06/26  11:00:00,165675989.3,1671818.336,199306576.2,1854659.731,193671929,5155004.824
 06/26  12:00:00,169892960.4,3271708.903,201857336.8,3637401.491,193291889,5155743.154
 06/26  13:00:00,182326579.4,3271825.457,219474318.3,3637530.103,200919043.1,6850567.298
 06/26  14:00:00,198164658.6,3271045.159,237540882,3636660.821,209867509.8,3459307.046
 06/26  15:00:00,201100957.1,1671512.964,241013854.6,1854319.307,208552253.3,5153671.403
 06/26  16:00:00,199649544.2,3271402.832,240456794.9,3637058.915,208408425,5154774.934
 06/26  17:00:00,130780421.5,1671395.624,157558776.5,1854188.312,156760696.8,1765582.982
 06/26  18:00:00,105648727.7,1671354.261,125970372.1,1854141.401,132410772.7,3459029.409
 06/26  19:00:00,102559082.3,1671267.806,124675609.6,1854044.39,133635111.3,1765324.667
 06/26  20:00:00,89300109.5,1671317.734,109100555.1,1854100.236,119639525.8,3458789.819
 06/26  21:00:00,109701419.4,1671136.825,128849039,1853898.993,138602243,1765017.988
 06/26  22:00:00,91728000.24,1671109.951,107869319.5,1853868.953,118603264.7,1764970.91
 06/26  23:00:00,81435131.75,72000,95814601.73,72000,106737538.8,1764991.682
 06/26  24:00:00,34633452.83,1671087.278,35327271.32,1853844.499,34580257.57,72000
 06/27  01:00:00,34633452.83,1671099.478,35327271.32,1853858.251,34580257.57,1764917.944
 06/27  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764921.702
 06/27  03:00:00,34633452.83,1671114.553,35327271.32,1853874.948,34580257.57,1764929.573
 06/27  04:00:00,34633452.83,1671145.282,35327271.32,1853823.542,34580257.57,1764942.549
 06/27  05:00:00,69873448.28,1671193.233,80530530.4,1853962.896,86658981,1765062.928
 06/27  06:00:00,46559386.41,1671208.061,55796232.38,1853978.184,57887463.17,1765012.265
 06/27  07:00:00,45689734.93,1671296.151,55573367.43,1854076.154,57411517.95,3458565.146
 06/27  08:00:00,80760878.68,1671339.457,99046992.09,1854124.812,98033336.08,1765412.361
 06/27  09:00:00,87490497.73,1671410.224,109329942.4,1854203.772,109180854.9,3459169.696
 06/27  10:00:00,92897888.43,1671360.836,116465677.1,1854148.668,117356205,1765482.661
 06/27  11:00:00,97604250.85,1671418.719,122392282,1854213.344,124384464.4,3459233.944
 06/27  12:00:00,78891693.19,1671333.137,97573113.19,1854118.056,103418896.4,3458790.171
 06/27  13:00:00,86075235.97,1671216.853,101658646,1853989.577,106617517.4,1765369.38
 06/27  14:00:00,90119234.96,1671109.803,105475583.1,1853870.265,108608263.6,1765143.082
 06/27  15:00:00,90361855.6,1671165.647,105545895.2,1853931.027,108425925.5,3458282.954
 06/27  16:00:00,86485048.71,1671221.776,102522443.6,1853993.131,106816575.5,1765223.525
 06/27  17:00:00,65859991.27,72000,81001631.6,72000,87552494.92,1764939.265
 06/27  18:00:00,63102390.41,1671116.499,77899508.57,1853875.508,84265018.62,1764902.566
 06/27  19:00:00,6938184.833,1671125.809,7632003.317,1853885.817,6884989.575,72000
 06/27  20:00:00,11554062.83,72000,12247881.32,72000,11500867.57,1764981.608
 06/27  21:00:00,34633452.83,1671171.774,35327271.32,1853936.851,34580257.57,1765114.051
 06/27  22:00:00,34633452.83,1671112.746,35327271.32,1853871.74,34580257.57,1764964.881
 06/27  23:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764886.943
 06/27  24:00:00,34633452.83,1671083.66,35327271.32,1853840.299,34580257.57,1764886.982
 06/28  01:00:00,34633452.83,1671056.777,35327271.32,1853810.737,34580257.57,1764878.742
 06/28  02:00:00,34633452.83,1671051.368,35327271.32,1853804.886,34580257.57,1764895.194
 06/28  03:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 06/28  04:00:00,34633452.83,1671110.608,35327271.32,1853870.221,34580257.57,1764897.353
 06/28  05:00:00,66709359.42,1671105.053,75800258.39,1853954.475,79346082.88,1765160.828
 06/28  06:00:00,39914908.01,1671136.559,48411188.15,1853898.817,50746578.87,1764892.491
 06/28  07:00:00,40120689.71,72000,49241022.58,72000,51568664.57,1765011.046
 06/28  08:00:00,43351083.68,1671149.779,53703396.18,1853912.479,57122304.42,1764968.361
 06/28  09:00:00,47420778.81,1671117.733,58946141.02,1853876.451,63687377.08,1764963.317
 06/28  10:00:00,51491307.01,72000,64009169.41,72000,69676314.15,72000
 06/28  11:00:00,55746127.89,1671124.459,69224517.8,1853867.709,75962040.71,1765019.924
 06/28  12:00:00,59649965,1671078.354,73942315.53,1853833.497,81629931.6,1764985.012
 06/28  13:00:00,62815603.88,72000,77715053.52,72000,85954034.4,1765002.686
 06/28  14:00:00,65559281.59,1671064.709,80989052.75,1853817.505,89847459.07,1764859.842
 06/28  15:00:00,67922375.55,1671028.721,83715386.64,1853777.533,92958932.39,72000
 06/28  16:00:00,68074780.58,72000,83720550.68,72000,92502980.85,1764878.722
 06/28  17:00:00,66818741.53,1671050.459,82121450.5,1853799.802,90095214.6,1764897.376
 06/28  18:00:00,6938184.833,72000,7632003.317,72000,6884989.575,72000
 06/28  19:00:00,6938184.833,1671064.051,7632003.317,1853838.584,6884989.575,1764912.941
 06/28  20:00:00,11554062.83,72000,12247881.32,72000,11500867.57,1764911.99
 06/28  21:00:00,34633452.83,1671132.912,35327271.32,1853893.848,34580257.57,1765009.549
 06/28  22:00:00,34633452.83,1671037.693,35327271.32,1853789.337,34580257.57,1764860.995
 06/28  23:00:00,34633452.83,1671051.83,35327271.32,1853804.996,34580257.57,72000
 06/28  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764869.357
 06/29  01:00:00,34633452.83,1671105.685,35327271.32,1853864.75,34580257.57,1764907.09
 06/29  02:00:00,34633452.83,1671120.255,35327271.32,1853881.103,34580257.57,1764924.361
 06/29  03:00:00,34633452.83,1671068.219,35327271.32,1853823.693,34580257.57,1764929.077
 06/29  04:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764934.315
 06/29  05:00:00,83744297.55,1671159.456,95419588.89,1853925.317,101875194,1765040.35
 06/29  06:00:00,53765034.7,1671157.661,65195898.33,1853923.217,71659626.51,1764714.539
 06/29  07:00:00,83273150.35,1671427.751,99668011.99,1854223.348,102236505.4,3459110.263
 06/29  08:00:00,159102320.6,3271344.901,194775752.2,3636993.486,185500184.6,3460203.3
 06/29  09:00:00,168827462.3,1671698.043,210178758.1,1854525.291,197427331.9,5154553.835
 06/29  10:00:00,177371733,3271394.315,222894701,3637015.551,214614863.5,3460405.168
 06/29  11:00:00,197099374.6,3271518.938,244882782.6,3637188.249,212665143.8,5155214.733
 06/29  12:00:00,205970811.4,3271739.995,243330117.9,3637435.242,216184074.5,6850811.642
 06/29  13:00:00,228847503.9,1671789.708,281509597.9,1854628.125,244001775.6,5291995.363
 06/29  14:00:00,237359374.3,3271046.501,291768390.5,3636662.036,246184316.5,5016998.394
 06/29  15:00:00,234516601.4,1671484.785,288973469.5,1854287.835,241633925.1,3459811.989
 06/29  16:00:00,225909918.6,3271456.956,280650820.8,3637118.69,242106609.5,5154810.579
 06/29  17:00:00,143496293.4,1671400.88,174222336.1,1854193.844,167562876.2,3459304.865
 06/29  18:00:00,112442090.4,1671334.279,135827153.8,1854119.154,141723919.7,1765479.57
 06/29  19:00:00,109161681.6,1671244.897,134689914.1,1854018.959,145945287.2,3458656.315
 06/29  20:00:00,96968361.23,1671288.092,119948509.7,1854067.7,134358893.9,1765386.067
 06/29  21:00:00,116754626.3,1671130.169,138715514.4,1853891.689,152127236.1,1765058.503
 06/29  22:00:00,98288786.22,72000,116750599,72000,131027464.1,1764877.386
 06/29  23:00:00,88131588.25,1671036.577,104893480.7,1853788.163,119277845.8,1764880.278
 06/29  24:00:00,34633452.83,1671055.965,35327271.32,1853809.613,34580257.57,1764873.317
 06/30  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 06/30  02:00:00,34633452.83,1671081.28,35327271.32,1853837.532,34580257.57,1764886.794
 06/30  03:00:00,34633452.83,1671073.737,35327271.32,1853829.553,34580257.57,1764902.707
 06/30  04:00:00,34633452.83,1671057.254,35327271.32,1853811.295,34580257.57,1764900.522
 06/30  05:00:00,94261540.79,72000,108472015.8,72000,120155033.1,1764999.46
 06/30  06:00:00,62428662.3,1671131.651,77727963.68,1853893.992,89461554.45,1764979.448
 06/30  07:00:00,89405198.17,1671358.125,108683875.7,1854146.844,113948345.8,3458741.05
 06/30  08:00:00,160233368.7,3271212.445,198684856,3636847.617,187707482.3,3459647.14
 06/30  09:00:00,162415774.1,1671720.578,200602312.8,1854550.482,186720465.2,5154597.991
 06/30  10:00:00,168237887.5,3271469.183,211000782.5,3637132.205,203332996.1,5154752.685
 06/30  11:00:00,173939940.3,3271715.522,220478615.2,3637406.97,205625023,5155402.944
 06/30  12:00:00,171009890.4,3271981.573,209048334.1,3637703.871,202477766.8,5156360.335
 06/30  13:00:00,180925438.8,3271865.397,229714586.6,3637574.252,216790510.9,6850663.342
 06/30  14:00:00,195174343.5,1671448.245,244624344.1,1854247.689,213106195.2,3459610.277
 06/30  15:00:00,197188463.2,3271092.836,247622597.7,3636746.862,210201824,5153706.306
 06/30  16:00:00,177625807.9,1671726.181,226806192.7,1854556.926,215487583.3,3460182.495
 06/30  17:00:00,119913682.2,3270988.145,148268192.4,3636649.669,152358222.6,3459531.888
 06/30  18:00:00,98184734.8,1671391.705,119679089.4,1854183.125,126975691.6,3459232.143
 06/30  19:00:00,102041687.1,1671231.428,125420336.5,1854005.002,138434166.2,3458427.009
 06/30  20:00:00,91561845.25,1671314.701,112248255.6,1854097.47,125364149,1765391.195
 06/30  21:00:00,110496825.3,1671086.372,129510216.4,1853843.908,140962134.6,1765047.302
 06/30  22:00:00,91715183.18,72000,107135099.4,72000,119068354.8,1764910.37
 06/30  23:00:00,81175882.67,1671120.978,94566485.72,1853805.035,106175953.7,1764929.025
 06/30  24:00:00,34633452.83,1671081.818,35327271.32,1853838.83,34580257.57,1764927.047
 07/01  01:00:00,34633452.83,1671138.365,35327271.32,1853901.628,34580257.57,1765014.404
 07/01  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764974.231
 07/01  03:00:00,34633452.83,1671132.587,35327271.32,1853895.4,34580257.57,1764988.368
 07/01  04:00:00,34633452.83,1671148.469,35327271.32,1853913.145,34580257.57,1765006.66
 07/01  05:00:00,68377456.48,1671245.551,74880335.35,1854021.285,75423957.87,1765095.856
 07/01  06:00:00,41132005.51,1671197.96,46810484.98,1853968.342,48119353.1,1765045.26
 07/01  07:00:00,70971872.01,1671444.531,80488752.28,1854242.752,80046825,3458840.264
 07/01  08:00:00,137022904.8,3271374.321,149874005.7,3637157.723,144996063.5,3460172.214
 07/01  09:00:00,141197757.2,3271406.496,157157851.6,3637062.986,152082752.9,5154432.286
 07/01  10:00:00,144696370.7,1671759.496,162996427.9,1854593.997,157426330.6,5154773.851
 07/01  11:00:00,150204796.9,3271784.028,172750578.1,3637483.575,166812164.1,5155701.207
 07/01  12:00:00,157181164.4,3272137.73,185004397.6,3637877.916,178298772,6851527.887
 07/01  13:00:00,166395641.4,3271846.827,199347164,3637554.324,192165356.7,5155404.222
 07/01  14:00:00,173305965.3,3271296.304,208616880.1,3636939.516,195321353.2,5153997.296
 07/01  15:00:00,171556176.1,1671578.036,208374281.1,1854391.538,196341064,3459934.517
 07/01  16:00:00,168722082.6,3271535.212,204598633.4,3637206.477,198354925.3,5154500.47
 07/01  17:00:00,114953743.1,1671460.637,139880034.9,1854260.614,141272461.8,3459313.365
 07/01  18:00:00,94242870.58,1671381.021,113414977.1,1854171.587,118230207.6,3459069.267
 07/01  19:00:00,93458799.26,1671317.677,112798714.1,1854100.839,120427959.3,1765288.837
 07/01  20:00:00,82655829.95,1671292.65,99944442.07,1854073.334,108862892.4,3458761.626
 07/01  21:00:00,104061714,1671210.201,120676942.2,1853980.817,129137437.8,1765019.808
 07/01  22:00:00,87620004.23,1671079.521,101596233,1853836.054,111343285.6,1764914.088
 07/01  23:00:00,78884453.97,1671079.263,91594289.13,1853835.798,102055925.1,72000
 07/01  24:00:00,34633452.83,1671082.936,35327271.32,1853839.876,34580257.57,1765064.8
 07/02  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764915.164
 07/02  02:00:00,34633452.83,1671093.248,35327271.32,1853851.322,34580257.57,1764919.387
 07/02  03:00:00,34633452.83,1671102.942,35327271.32,1853862.085,34580257.57,1764929.864
 07/02  04:00:00,34633452.83,1671122.532,35327271.32,1853883.747,34580257.57,1764914.204
 07/02  05:00:00,82798580.51,72000,93684658.91,72000,101175945,1764982.841
 07/02  06:00:00,54120420.17,1671147.094,65605156.74,1853911.356,73455250.77,1764983.693
 07/02  07:00:00,81997531.09,1671359.756,97215777.91,1854148.77,100325402.3,3458970.238
 07/02  08:00:00,151749419.9,3271229.553,179975966.7,3636998.793,168133028.1,3460006.008
 07/02  09:00:00,155030722.8,3271346.579,184021011.8,3637060.01,177101805.9,5154415.374
 07/02  10:00:00,156173842.4,1671663.403,184896404.8,1854487.447,178361806.9,5154226.001
 07/02  11:00:00,156508743.6,3271548.818,184565603,3637221.766,177573909.8,5154803.128
 07/02  12:00:00,155856474.2,3271716.266,182805528.8,3637409.287,175589134.9,6850458.839
 07/02  13:00:00,158914481.3,3271960.617,187698635,3637680.281,182576566.4,5156134.457
 07/02  14:00:00,160391079.5,3270994.068,188627342.8,3636603.608,183674757.3,3459923.066
 07/02  15:00:00,160304454.4,1671364.12,188413905.9,1854153.941,183668486.3,5153472.512
 07/02  16:00:00,160834787.1,3271179.383,189106012.6,3636810.766,183817362.5,5154464.257
 07/02  17:00:00,109754782.5,1671431.51,131608181.6,1854228.297,132285438.1,3459438.837
 07/02  18:00:00,89904321.39,1671398.05,107129902.6,1854190.492,110162663.5,3459101.67
 07/02  19:00:00,87889662.91,1671312.898,104703932.3,1854095.252,108840583.4,1765353.987
 07/02  20:00:00,76607316.41,1671295.703,91562222.11,1854076.756,96918900.1,1765378.908
 07/02  21:00:00,97012183.2,1671209.827,111050207.7,1853980.419,115577505,3458114.058
 07/02  22:00:00,79427656.08,1671089.514,90727006.91,1853847.119,95919955.09,72000
 07/02  23:00:00,69455510.56,1671121.52,79005696.41,1853882.69,84231580.85,1764935.777
 07/02  24:00:00,34633452.83,1671089.096,35327271.32,1853846.858,34580257.57,1765091.503
 07/03  01:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764962.883
 07/03  02:00:00,34633452.83,1671159.972,35327271.32,1853925.508,34580257.57,1764966.908
 07/03  03:00:00,34633452.83,1671146.095,35327271.32,1853910.208,34580257.57,1764963.372
 07/03  04:00:00,34633452.83,1671140.839,35327271.32,1853904.421,34580257.57,1764963.875
 07/03  05:00:00,66450460.66,1671209.895,73991343.13,1853981.424,75755808.28,1765063.078
 07/03  06:00:00,40731988.54,1671138.559,47348881.77,1853902.097,49180483.85,1765021.63
 07/03  07:00:00,70789051.87,1671437.922,80952036.45,1854235.12,80593694.92,3459010.135
 07/03  08:00:00,136717738.1,3271472.186,149784767.6,3637135.311,145627150.4,5154382.429
 07/03  09:00:00,140977233.4,1671781.912,156299332.8,1854618.758,151378825.6,5154773.527
 07/03  10:00:00,144631205.1,3271505.792,161739057.3,3637172.96,157448098.2,3460463.704
 07/03  11:00:00,146440700,3271800.399,163238543.6,3637501.699,159718657.8,5155464.228
 07/03  12:00:00,150021728.4,3271800.059,170930289.7,3637502.559,164757011.6,6850169.213
 07/03  13:00:00,150813887.7,3271912.661,170397457.4,3637629.575,167043950.5,6849432.945
 07/03  14:00:00,151508650.7,3271166.76,171418356.5,3636795.785,167775290.8,3459521.715
 07/03  15:00:00,154776264.3,1671549.118,176998178.5,1854359.921,171201531.5,5153407.88
 07/03  16:00:00,159148167.2,3271444.152,181059009.7,3637105.254,172626529.1,5153950.61
 07/03  17:00:00,105564394.9,1671491.099,123170066.2,1854294.382,122245392.1,3459556.92
 07/03  18:00:00,87541503.92,1671442.812,102769640.7,1854240.121,104643424.3,1765570.003
 07/03  19:00:00,84419467.41,1671340.495,99054659.1,1854126.005,100838735,3458785.419
 07/03  20:00:00,76274255.47,3270750.818,89009604.65,3636329.938,91680053.06,1765440.427
 07/03  21:00:00,92552373.21,72000,104915049.5,72000,107227552.4,1765140.377
 07/03  22:00:00,75216958.95,1671160.84,85046635.06,1853925.781,87997906.86,1765045.733
 07/03  23:00:00,64181553.57,1671193.669,71682981.03,1853962.399,73948120.97,1765039.486
 07/03  24:00:00,34633452.83,1671188.48,35327271.32,1853957.37,34580257.57,1765119.384
 07/04  01:00:00,34633452.83,1671191.652,35327271.32,1853960.795,34580257.57,1765068.515
 07/04  02:00:00,34633452.83,1671105.826,35327271.32,1853865.624,34580257.57,1764950.484
 07/04  03:00:00,34633452.83,1671151.559,35327271.32,1853916.513,34580257.57,1764948.052
 07/04  04:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764968.314
 07/04  05:00:00,58847156.3,1671324.95,65130339.08,1854108.514,66896516.32,3458302.293
 07/04  06:00:00,27636723.7,1671192.947,31848955.75,1853962.54,33090226.95,1765080.647
 07/04  07:00:00,27477488.43,1671249.122,31730247.72,1854023.578,33126161.93,1765097.868
 07/04  08:00:00,30017783.19,1671240.33,35033021.19,1854013.794,37078373.66,1765046.207
 07/04  09:00:00,34720206.03,1671187.866,41042363.78,1853954.958,44059626.83,72000
 07/04  10:00:00,39942065.65,1671141.992,47575134.95,1853903.231,51520759.68,1765025.659
 07/04  11:00:00,44315369.68,72000,53036683.07,72000,58098892.21,1765018.687
 07/04  12:00:00,48116520.47,1671135.901,57639845.48,1853897.716,63883643.5,1764996.686
 07/04  13:00:00,51418052.28,1671097.984,61731294.8,1853856.617,68556763.52,1764999.958
 07/04  14:00:00,53806049.36,1671029.035,64704255.97,1853779.834,71931440.05,1764898.31
 07/04  15:00:00,55675127.75,72000,67028933.84,72000,74525542.83,1764903.491
 07/04  16:00:00,56400271.36,1671069.235,68240998.73,1853823.342,75501905.19,72000
 07/04  17:00:00,55871520.03,72000,68000758.59,72000,74711721.59,1764894.57
 07/04  18:00:00,6938184.833,1671099.573,7632003.317,1853856.037,6884989.575,1764937.925
 07/04  19:00:00,6938184.833,1671104.969,7632003.317,1853862.603,6884989.575,1764954.311
 07/04  20:00:00,16169940.83,72000,16863759.32,72000,16116745.57,72000
 07/04  21:00:00,34633452.83,1671176.744,35327271.32,1853942.642,34580257.57,1765049.8
 07/04  22:00:00,34633452.83,1671128.946,35327271.32,1853889.965,34580257.57,1764984.913
 07/04  23:00:00,34633452.83,1671110.501,35327271.32,1853870.308,34580257.57,1764990.115
 07/04  24:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764914.832
 07/05  01:00:00,34633452.83,1671128.446,35327271.32,1853890.199,34580257.57,1764924.508
 07/05  02:00:00,34633452.83,1671101.126,35327271.32,1853860.144,34580257.57,1764927.905
 07/05  03:00:00,34633452.83,1671130.298,35327271.32,1853892.341,34580257.57,1764926.934
 07/05  04:00:00,34633452.83,1671084.518,35327271.32,1853841.668,34580257.57,1764911.147
 07/05  05:00:00,64831849.92,72000,71757274.43,72000,74994696.3,1765014.133
 07/05  06:00:00,34093223.22,1671109.02,39802562.89,1853868.969,42114450.52,1765020.34
 07/05  07:00:00,35207113.2,1671188.244,41587017.64,1853955.561,43978724.13,1765008.108
 07/05  08:00:00,38995533.77,1671149.218,46947256.42,1853911.334,50145998.7,72000
 07/05  09:00:00,43878652.29,72000,53608714.89,72000,58243294.41,1765010.526
 07/05  10:00:00,49145891.31,1671107.189,60366274.05,1853864.197,66537672.46,1764965.017
 07/05  11:00:00,53932429.75,1671088.583,66426312.94,1853845.007,73556664.1,1764939.518
 07/05  12:00:00,57381911.69,72000,70698464.75,72000,78365043.36,1764876.472
 07/05  13:00:00,60007501.04,1671071.413,73910223.84,1853826.78,81879463.92,1764936.115
 07/05  14:00:00,62808395.67,1671012.165,77301037.6,1853760.519,85688633.98,72000
 07/05  15:00:00,64466080.76,72000,79296391.04,72000,87813251.96,1764801.23
 07/05  16:00:00,65133630.7,1671026.408,80188737.07,1853775.027,88513691.6,1764851.628
 07/05  17:00:00,64585297.81,72000,79518112.82,72000,87347034.54,72000
 07/05  18:00:00,6938184.833,1671059.287,7632003.317,1853810.476,6884989.575,1764921.502
 07/05  19:00:00,6938184.833,72000,7632003.317,72000,6884989.575,1764876.323
 07/05  20:00:00,16169940.83,1671065.181,16863759.32,1853817.447,16116745.57,72000
 07/05  21:00:00,34633452.83,1671136.334,35327271.32,1853897.118,34580257.57,1765044.323
 07/05  22:00:00,34633452.83,72000,35327271.32,72000,34580257.57,1764934.392
 07/05  23:00:00,34633452.83,1671100.809,35327271.32,1853858.696,34580257.57,1764846.217
 07/05  24:00:00,34633452.83,1671080.749,35327271.32,1853836.746,34580257.57,1764875.789
 07/06  01:00:00,34633452.83,1671075.53,35327271.32,1853831.365,34580257.57,1764905.398
 07/06  02:00:00,34633452.83,72000,35327271.32,72000,34580257.57,72000
 07/06  03:00:00,34633452.83,1671067.783,35327271.32,1853822.874,34580257.57,1764912.675
 07/06  04:00:00,34633452.83,1671072.578,35327271.32,1853828.24,34580257.57,1764917.251
 07/06  05:00:00,89534209.34,1671176.641,101842335.3,1853944.039,109737653.3,1765008.929
 07/06  06:00:00,54373727.52,72000,66194875.07,72000,73441618.65,1765001.672
 07/06  07:00:00,83791255.16,3270746.731,100301429,3636325.893,103530047.4,3459059.03
 07/06  08:00:00,159774251.7,1671658.527,195461877.9,1854481.004,186719768.5,3460138.483
 07/06  09:00:00,169969037.5,3271357.151,211610341.6,3637006.725,199483342.1,5154435.324
