S1 OFFICE BACK:Zone Hybrid Model People Count,S1 OFFICE CORE:Zone Hybrid Model People Count,S1 OFFICE FRONT:Zone Hybrid Model People Count,S1 OFFICE LEFT:Zone Hybrid Model People Count,S1 OFFICE RIGHT:Zone Hybrid Model People Count,S1 OFFICE BACK:Zone People Occupant Count,S1 OFFICE CORE:Zone People Occupant Count,S1 OFFICE FRONT:Zone People Occupant Count,S1 OFFICE LEFT:Zone People Occupant Count,S1 OFFICE RIGHT:Zone People Occupant Count,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.62,9.4,2.62,1.64,1.64,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.97,10.67,2.97,1.86,1.86,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.14,11.27,3.14,1.96,1.96,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.29,11.81,3.29,2.06,2.06,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.16,11.35,3.16,1.98,1.98,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.16,11.36,3.16,1.98,1.98,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.04,10.93,3.04,1.9,1.9,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.14,11.26,3.13,1.96,1.96,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.95,10.58,2.94,1.84,1.84,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.16,11.33,3.15,1.98,1.98,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.83,10.14,2.82,1.77,1.77,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
3.12,11.2,3.12,1.95,1.95,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
2.78,9.97,2.77,1.74,1.74,5.259672096,18.89828084,5.259672096,3.291170064,3.291170064,,,,,
0.65,2.35,0.65,0.4,0.4,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.09,3.92,1.09,0.68,0.68,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.91,3.27,0.91,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.87,3.14,0.87,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.94,3.37,0.94,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.91,3.27,0.91,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.21,0.89,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.15,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.32,0.92,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.17,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.19,0.89,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.17,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.16,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.77,2.77,0.77,0.48,0.48,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.93,3.36,0.93,0.58,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.92,3.31,0.92,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.99,3.55,0.99,0.62,0.62,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.18,0.89,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.96,3.46,0.96,0.6,0.6,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.91,3.26,0.91,0.57,0.57,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.93,3.33,0.93,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.88,3.18,0.88,0.55,0.55,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.95,3.4,0.95,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.87,3.13,0.87,0.54,0.54,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.21,0.89,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.89,3.19,0.89,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.94,3.37,0.94,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.85,3.05,0.85,0.53,0.53,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.9,3.24,0.9,0.56,0.56,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.84,3.03,0.84,0.53,0.53,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.38,1.38,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.37,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.4,1.45,0.4,0.25,0.25,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.39,0.39,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.37,1.32,0.37,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.4,0.39,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.37,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.36,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.36,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.36,1.3,0.36,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.41,0.39,0.25,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.37,1.32,0.37,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0.42,1.5,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.34,1.23,0.34,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.35,1.24,0.35,0.22,0.22,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.39,1.4,0.39,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.33,1.19,0.33,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.38,1.35,0.38,0.24,0.24,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.36,1.29,0.36,0.22,0.22,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.34,1.23,0.34,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.36,1.31,0.36,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.34,1.23,0.34,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.34,1.24,0.34,0.22,0.22,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.33,1.17,0.33,0.2,0.2,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.34,1.21,0.34,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.37,1.31,0.37,0.23,0.23,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.32,1.16,0.32,0.2,0.2,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.33,1.18,0.33,0.21,0.21,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.31,1.13,0.31,0.2,0.2,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.35,1.25,0.35,0.22,0.22,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.62,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.47,1.68,0.47,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.61,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.6,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.45,0.29,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.62,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.45,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.56,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.54,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.66,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.42,1.52,0.42,0.26,0.26,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.56,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.56,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.4,1.44,0.4,0.25,0.25,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.62,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.41,1.46,0.4,0.25,0.25,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.53,0.42,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.64,0.46,0.28,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.59,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.56,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.57,0.44,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.62,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.59,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.6,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.63,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.45,1.61,0.45,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.28,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.58,0.44,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.46,1.67,0.46,0.29,0.29,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.43,1.55,0.43,0.27,0.27,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0.44,1.59,0.44,0.28,0.28,0.876612016,3.149713474,0.876612016,0.548528344,0.548528344,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0,0,0,0,0,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.84,3,0.83,0.52,0.52,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.95,3.41,0.95,0.59,0.59,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
1.1,3.94,1.1,0.69,0.69,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
0.93,3.34,0.93,0.58,0.58,1.753224032,6.299426947,1.753224032,1.097056688,1.097056688,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.19,7.87,2.19,1.37,1.37,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.01,7.23,2.01,1.26,1.26,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
1.68,6.03,1.68,1.05,1.05,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
2.18,7.81,2.17,1.36,1.36,3.506448064,12.59885389,3.506448064,2.194113376,2.194113376,,,,,
10.41,37.39,10.41,6.51,6.51,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
10.41,37.39,10.41,6.51,6.51,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
8.97,32.21,8.96,5.61,5.61,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
9.58,34.4,9.57,5.99,5.99,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
8.85,31.79,8.84,5.54,5.53,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
8.3,29.79,8.28,5.19,5.18,15.07772668,54.17507174,15.07772668,9.434687517,9.434687517,,,,,
4.1,14.7,4.08,2.56,2.56,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
4.71,16.9,4.69,2.95,2.94,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
5.13,18.42,5.12,3.21,3.21,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
5.04,18.11,5.03,3.16,3.15,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
4.77,17.13,4.76,2.98,2.98,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
4.91,17.65,4.9,3.07,3.07,11.92192342,42.83610324,11.92192342,7.459985478,7.459985478,,,,,
10.41,37.39,10.41,6.51,6.51,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
9.6,34.47,9.58,6.01,6,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
8.13,29.19,8.11,5.09,5.08,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
8.87,31.86,8.85,5.55,5.55,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
8.19,29.41,8.17,5.12,5.12,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
7.9,28.38,7.88,4.94,4.94,17.53224032,62.99426947,17.53224032,10.97056688,10.97056688,,,,,
