Time,CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:HOUSTON BUSH INTERCONTINENTAL ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,7.911961E+02,2.599118E+03,4.107474E-02,2.296536E-01,2.535550E+03,2.231807E+03,1.316279E-01,1.972067E-01,1.560794E+03,1.366971E+03,8.102520E-02,1.207884E-01,2.364062E+03,2.222071E+03,1.227255E-01,1.963463E-01,1.560794E+03,1.467624E+03,8.102520E-02,1.296819E-01
00:20:00,7.911969E+02,2.592159E+03,4.107478E-02,2.290388E-01,2.535553E+03,2.215203E+03,1.316281E-01,1.957395E-01,1.560796E+03,1.356297E+03,8.102528E-02,1.198453E-01,2.364065E+03,2.205240E+03,1.227256E-01,1.948592E-01,1.560796E+03,1.452285E+03,8.102528E-02,1.283265E-01
00:30:00,7.911977E+02,2.585422E+03,4.107482E-02,2.284435E-01,2.535555E+03,2.199085E+03,1.316282E-01,1.943153E-01,1.560797E+03,1.345935E+03,8.102536E-02,1.189297E-01,2.364067E+03,2.188954E+03,1.227258E-01,1.934202E-01,1.560797E+03,1.437571E+03,8.102536E-02,1.270265E-01
00:40:00,7.911984E+02,2.578890E+03,4.107486E-02,2.278664E-01,2.535557E+03,2.183432E+03,1.316283E-01,1.929322E-01,1.560799E+03,1.335870E+03,8.102544E-02,1.180403E-01,2.364070E+03,2.173186E+03,1.227259E-01,1.920269E-01,1.560799E+03,1.423441E+03,8.102544E-02,1.257780E-01
00:50:00,7.911991E+02,2.572547E+03,4.107490E-02,2.273060E-01,2.535559E+03,2.168225E+03,1.316284E-01,1.915886E-01,1.560800E+03,1.326090E+03,8.102551E-02,1.171762E-01,2.364072E+03,2.157910E+03,1.227260E-01,1.906771E-01,1.560800E+03,1.409857E+03,8.102551E-02,1.245777E-01
01:00:00,7.911998E+02,2.566382E+03,4.107493E-02,2.267613E-01,2.535561E+03,2.153448E+03,1.316285E-01,1.902829E-01,1.560801E+03,1.316584E+03,8.102558E-02,1.163362E-01,2.364074E+03,2.143106E+03,1.227261E-01,1.893691E-01,1.560801E+03,1.396783E+03,8.102558E-02,1.234225E-01
01:10:00,7.912004E+02,2.560383E+03,4.107496E-02,2.262312E-01,2.535563E+03,2.139189E+03,1.316286E-01,1.890230E-01,1.560803E+03,1.307403E+03,8.102564E-02,1.155250E-01,2.364076E+03,2.128842E+03,1.227262E-01,1.881087E-01,1.560803E+03,1.384251E+03,8.102564E-02,1.223152E-01
01:20:00,7.912010E+02,2.554540E+03,4.107500E-02,2.257150E-01,2.535565E+03,2.125439E+03,1.316287E-01,1.878081E-01,1.560804E+03,1.298541E+03,8.102570E-02,1.147420E-01,2.364077E+03,2.115101E+03,1.227263E-01,1.868946E-01,1.560804E+03,1.372237E+03,8.102570E-02,1.212536E-01
01:30:00,7.912016E+02,2.548848E+03,4.107503E-02,2.252121E-01,2.535566E+03,2.112190E+03,1.316288E-01,1.866374E-01,1.560805E+03,1.289993E+03,8.102576E-02,1.139867E-01,2.364079E+03,2.101872E+03,1.227264E-01,1.857257E-01,1.560805E+03,1.360718E+03,8.102576E-02,1.202359E-01
01:40:00,7.912022E+02,2.543301E+03,4.107505E-02,2.247219E-01,2.535568E+03,2.099436E+03,1.316289E-01,1.855104E-01,1.560806E+03,1.281753E+03,8.102582E-02,1.132586E-01,2.364081E+03,2.089143E+03,1.227264E-01,1.846009E-01,1.560806E+03,1.349677E+03,8.102582E-02,1.192603E-01
01:50:00,7.912027E+02,2.537894E+03,4.107508E-02,2.242442E-01,2.535569E+03,2.087169E+03,1.316289E-01,1.844266E-01,1.560807E+03,1.273818E+03,8.102587E-02,1.125575E-01,2.364082E+03,2.076905E+03,1.227265E-01,1.835196E-01,1.560807E+03,1.339096E+03,8.102587E-02,1.183254E-01
02:00:00,7.912032E+02,2.532626E+03,4.107511E-02,2.237788E-01,2.535571E+03,2.075388E+03,1.316290E-01,1.833856E-01,1.560808E+03,1.266186E+03,8.102592E-02,1.118832E-01,2.364084E+03,2.065151E+03,1.227266E-01,1.824810E-01,1.560808E+03,1.328963E+03,8.102592E-02,1.174300E-01
02:10:00,7.912037E+02,2.527494E+03,4.107513E-02,2.233253E-01,2.535572E+03,2.063976E+03,1.316291E-01,1.823772E-01,1.560809E+03,1.258790E+03,8.102597E-02,1.112296E-01,2.364085E+03,2.053779E+03,1.227267E-01,1.814762E-01,1.560809E+03,1.319199E+03,8.102597E-02,1.165672E-01
02:20:00,7.912042E+02,2.522494E+03,4.107516E-02,2.228835E-01,2.535574E+03,2.052925E+03,1.316292E-01,1.814008E-01,1.560810E+03,1.251625E+03,8.102602E-02,1.105965E-01,2.364087E+03,2.042782E+03,1.227268E-01,1.805045E-01,1.560810E+03,1.309789E+03,8.102602E-02,1.157359E-01
02:30:00,7.912046E+02,2.517623E+03,4.107518E-02,2.224532E-01,2.535575E+03,2.042230E+03,1.316292E-01,1.804558E-01,1.560811E+03,1.244687E+03,8.102607E-02,1.099835E-01,2.364088E+03,2.032151E+03,1.227268E-01,1.795652E-01,1.560811E+03,1.300723E+03,8.102607E-02,1.149348E-01
02:40:00,7.912051E+02,2.512879E+03,4.107520E-02,2.220340E-01,2.535576E+03,2.031886E+03,1.316293E-01,1.795418E-01,1.560812E+03,1.237973E+03,8.102611E-02,1.093902E-01,2.364089E+03,2.021879E+03,1.227269E-01,1.786576E-01,1.560812E+03,1.291988E+03,8.102611E-02,1.141630E-01
02:50:00,7.912055E+02,2.508259E+03,4.107523E-02,2.216258E-01,2.535578E+03,2.021887E+03,1.316294E-01,1.786583E-01,1.560813E+03,1.231480E+03,8.102615E-02,1.088165E-01,2.364091E+03,2.011959E+03,1.227270E-01,1.777811E-01,1.560813E+03,1.283575E+03,8.102615E-02,1.134195E-01
03:00:00,7.912059E+02,2.503758E+03,4.107525E-02,2.212281E-01,2.535579E+03,2.012226E+03,1.316294E-01,1.778047E-01,1.560813E+03,1.225203E+03,8.102619E-02,1.082619E-01,2.364092E+03,2.002382E+03,1.227270E-01,1.769348E-01,1.560813E+03,1.275470E+03,8.102619E-02,1.127035E-01
03:10:00,7.912063E+02,2.499374E+03,4.107527E-02,2.208408E-01,2.535580E+03,2.002795E+03,1.316295E-01,1.769714E-01,1.560814E+03,1.219078E+03,8.102623E-02,1.077207E-01,2.364093E+03,1.993054E+03,1.227271E-01,1.761107E-01,1.560814E+03,1.267606E+03,8.102623E-02,1.120086E-01
03:20:00,7.912067E+02,2.495103E+03,4.107529E-02,2.204634E-01,2.535581E+03,1.993585E+03,1.316295E-01,1.761576E-01,1.560815E+03,1.213100E+03,8.102627E-02,1.071925E-01,2.364094E+03,1.983966E+03,1.227271E-01,1.753077E-01,1.560815E+03,1.259969E+03,8.102627E-02,1.113338E-01
03:30:00,7.912071E+02,2.490941E+03,4.107531E-02,2.200957E-01,2.535582E+03,1.984586E+03,1.316296E-01,1.753624E-01,1.560816E+03,1.207264E+03,8.102631E-02,1.066768E-01,2.364095E+03,1.975110E+03,1.227272E-01,1.745252E-01,1.560816E+03,1.252550E+03,8.102631E-02,1.106783E-01
03:40:00,7.912074E+02,2.486883E+03,4.107533E-02,2.197371E-01,2.535583E+03,1.975790E+03,1.316297E-01,1.745853E-01,1.560816E+03,1.201563E+03,8.102635E-02,1.061731E-01,2.364096E+03,1.966476E+03,1.227272E-01,1.737623E-01,1.560816E+03,1.245339E+03,8.102635E-02,1.100411E-01
03:50:00,7.912078E+02,2.482925E+03,4.107535E-02,2.193874E-01,2.535584E+03,1.967190E+03,1.316297E-01,1.738254E-01,1.560817E+03,1.195993E+03,8.102638E-02,1.056809E-01,2.364097E+03,1.958055E+03,1.227273E-01,1.730183E-01,1.560817E+03,1.238325E+03,8.102638E-02,1.094213E-01
04:00:00,7.912081E+02,2.479062E+03,4.107536E-02,2.190461E-01,2.535585E+03,1.958777E+03,1.316298E-01,1.730820E-01,1.560818E+03,1.190548E+03,8.102642E-02,1.051998E-01,2.364098E+03,1.949839E+03,1.227274E-01,1.722922E-01,1.560818E+03,1.231498E+03,8.102642E-02,1.088181E-01
04:10:00,7.912085E+02,2.475289E+03,4.107538E-02,2.187127E-01,2.535586E+03,1.950638E+03,1.316298E-01,1.723629E-01,1.560818E+03,1.185277E+03,8.102645E-02,1.047341E-01,2.364099E+03,1.941896E+03,1.227274E-01,1.715904E-01,1.560818E+03,1.224906E+03,8.102645E-02,1.082357E-01
04:20:00,7.912088E+02,2.471603E+03,4.107540E-02,2.183871E-01,2.535587E+03,1.942769E+03,1.316299E-01,1.716676E-01,1.560819E+03,1.180180E+03,8.102648E-02,1.042837E-01,2.364100E+03,1.934220E+03,1.227275E-01,1.709122E-01,1.560819E+03,1.218543E+03,8.102648E-02,1.076734E-01
04:30:00,7.912091E+02,2.468003E+03,4.107542E-02,2.180689E-01,2.535588E+03,1.935166E+03,1.316299E-01,1.709958E-01,1.560820E+03,1.175251E+03,8.102652E-02,1.038482E-01,2.364101E+03,1.926806E+03,1.227275E-01,1.702571E-01,1.560820E+03,1.212401E+03,8.102652E-02,1.071307E-01
04:40:00,7.912094E+02,2.464484E+03,4.107543E-02,2.177581E-01,2.535589E+03,1.927824E+03,1.316299E-01,1.703471E-01,1.560820E+03,1.170488E+03,8.102655E-02,1.034274E-01,2.364102E+03,1.919649E+03,1.227275E-01,1.696247E-01,1.560820E+03,1.206474E+03,8.102655E-02,1.066071E-01
04:50:00,7.912097E+02,2.461047E+03,4.107545E-02,2.174543E-01,2.535590E+03,1.920742E+03,1.316300E-01,1.697213E-01,1.560821E+03,1.165890E+03,8.102658E-02,1.030211E-01,2.364103E+03,1.912745E+03,1.227276E-01,1.690147E-01,1.560821E+03,1.200759E+03,8.102658E-02,1.061021E-01
05:00:00,7.912100E+02,2.457689E+03,4.107546E-02,2.171577E-01,2.535591E+03,1.913915E+03,1.316300E-01,1.691180E-01,1.560821E+03,1.161454E+03,8.102661E-02,1.026291E-01,2.364104E+03,1.906090E+03,1.227276E-01,1.684267E-01,1.560821E+03,1.195250E+03,8.102661E-02,1.056153E-01
05:10:00,7.912103E+02,2.454430E+03,4.107548E-02,2.168698E-01,2.535591E+03,1.909342E+03,1.316301E-01,1.687140E-01,1.560822E+03,1.160619E+03,8.102663E-02,1.025553E-01,2.364104E+03,1.903022E+03,1.227277E-01,1.681556E-01,1.560822E+03,1.191094E+03,8.102663E-02,1.052481E-01
05:20:00,7.912106E+02,2.451359E+03,4.107549E-02,2.165984E-01,2.535592E+03,1.907552E+03,1.316301E-01,1.685559E-01,1.560822E+03,1.173670E+03,8.102666E-02,1.037086E-01,2.364105E+03,1.910185E+03,1.227277E-01,1.687886E-01,1.560822E+03,1.188591E+03,8.102666E-02,1.050269E-01
05:30:00,7.912109E+02,2.448689E+03,4.107551E-02,2.163625E-01,2.535593E+03,1.909438E+03,1.316302E-01,1.687226E-01,1.560823E+03,1.213720E+03,8.102669E-02,1.072478E-01,2.364106E+03,1.936264E+03,1.227278E-01,1.710932E-01,1.560823E+03,1.188255E+03,8.102669E-02,1.049973E-01
05:40:00,7.912111E+02,2.446721E+03,4.107552E-02,2.161887E-01,2.535594E+03,1.915391E+03,1.316302E-01,1.692487E-01,1.560823E+03,1.278417E+03,8.102671E-02,1.129653E-01,2.364107E+03,1.976024E+03,1.227278E-01,1.746070E-01,1.560823E+03,1.190317E+03,8.102671E-02,1.051796E-01
05:50:00,7.912114E+02,2.445599E+03,4.107553E-02,2.160887E-01,2.535595E+03,1.925750E+03,1.316302E-01,1.701633E-01,1.560824E+03,1.366449E+03,8.102674E-02,1.207443E-01,2.364107E+03,2.027335E+03,1.227278E-01,1.791405E-01,1.560824E+03,1.194962E+03,8.102674E-02,1.055896E-01
06:00:00,7.912117E+02,2.445774E+03,4.107555E-02,2.161025E-01,2.535595E+03,1.942068E+03,1.316303E-01,1.716036E-01,1.560824E+03,1.486246E+03,8.102677E-02,1.313293E-01,2.364108E+03,2.093564E+03,1.227279E-01,1.849910E-01,1.560824E+03,1.203064E+03,8.102677E-02,1.063045E-01
06:10:00,7.912119E+02,2.447516E+03,4.107556E-02,2.162548E-01,2.535596E+03,1.962691E+03,1.316303E-01,1.734241E-01,1.560825E+03,1.627999E+03,8.102679E-02,1.438540E-01,2.364109E+03,2.165934E+03,1.227279E-01,1.913841E-01,1.560825E+03,1.213643E+03,8.102679E-02,1.072382E-01
06:20:00,7.912122E+02,2.450880E+03,4.107557E-02,2.165499E-01,2.535597E+03,1.987076E+03,1.316303E-01,1.755766E-01,1.560825E+03,1.780981E+03,8.102681E-02,1.573702E-01,2.364110E+03,2.235963E+03,1.227279E-01,1.975695E-01,1.560825E+03,1.226316E+03,8.102681E-02,1.083566E-01
06:30:00,7.912124E+02,2.455945E+03,4.107559E-02,2.169949E-01,2.535597E+03,2.014730E+03,1.316304E-01,1.780175E-01,1.560826E+03,1.931333E+03,8.102684E-02,1.706532E-01,2.364110E+03,2.292681E+03,1.227280E-01,2.025782E-01,1.560826E+03,1.240755E+03,8.102684E-02,1.096308E-01
06:40:00,7.912126E+02,2.462482E+03,4.107560E-02,2.175697E-01,2.535598E+03,2.045407E+03,1.316304E-01,1.807250E-01,1.560826E+03,2.080628E+03,8.102686E-02,1.838416E-01,2.364111E+03,2.336424E+03,1.227280E-01,2.064396E-01,1.560826E+03,1.256810E+03,8.102686E-02,1.110475E-01
06:50:00,7.912129E+02,2.470523E+03,4.107561E-02,2.182782E-01,2.535599E+03,2.079060E+03,1.316304E-01,1.836961E-01,1.560827E+03,2.229272E+03,8.102688E-02,1.969724E-01,2.364111E+03,2.368132E+03,1.227280E-01,2.092382E-01,1.560827E+03,1.274438E+03,8.102688E-02,1.126037E-01
07:00:00,7.912131E+02,2.479681E+03,4.107562E-02,2.190861E-01,2.535599E+03,2.114311E+03,1.316305E-01,1.868094E-01,1.560827E+03,2.367709E+03,8.102690E-02,2.092019E-01,2.364112E+03,2.383766E+03,1.227281E-01,2.106177E-01,1.560827E+03,1.292872E+03,8.102690E-02,1.142315E-01
07:10:00,7.912133E+02,2.489737E+03,4.107563E-02,2.199734E-01,2.508697E+03,2.147959E+03,1.302339E-01,1.897810E-01,1.542892E+03,2.499292E+03,8.009584E-02,2.208258E-01,2.337210E+03,2.385559E+03,1.213315E-01,2.107741E-01,1.542892E+03,1.309856E+03,8.009584E-02,1.157313E-01
07:20:00,7.912135E+02,2.500619E+03,4.107564E-02,2.209341E-01,2.481782E+03,2.186338E+03,1.288367E-01,1.931710E-01,1.524948E+03,2.630192E+03,7.916437E-02,2.323895E-01,2.310294E+03,2.381866E+03,1.199342E-01,2.104465E-01,1.524948E+03,1.329476E+03,7.916437E-02,1.174642E-01
07:30:00,7.912137E+02,2.512115E+03,4.107565E-02,2.219492E-01,2.454859E+03,2.227092E+03,1.274391E-01,1.967707E-01,1.507000E+03,2.755692E+03,7.823267E-02,2.434759E-01,2.283372E+03,2.380021E+03,1.185367E-01,2.102822E-01,1.507000E+03,1.350447E+03,7.823267E-02,1.193164E-01
07:40:00,7.912138E+02,2.524345E+03,4.107566E-02,2.230293E-01,2.427921E+03,2.270241E+03,1.260409E-01,2.005824E-01,1.489041E+03,2.875038E+03,7.730050E-02,2.540189E-01,2.256435E+03,2.385370E+03,1.171385E-01,2.107539E-01,1.489041E+03,1.372821E+03,7.730050E-02,1.212928E-01
07:50:00,7.912138E+02,2.537319E+03,4.107566E-02,2.241753E-01,2.400971E+03,2.315578E+03,1.246420E-01,2.045873E-01,1.471075E+03,2.987681E+03,7.636796E-02,2.639697E-01,2.229487E+03,2.399346E+03,1.157397E-01,2.119880E-01,1.471075E+03,1.396555E+03,7.636796E-02,1.233894E-01
08:00:00,7.912136E+02,2.551178E+03,4.107565E-02,2.253995E-01,2.374011E+03,2.363007E+03,1.232427E-01,2.087772E-01,1.453102E+03,3.093294E+03,7.543509E-02,2.732995E-01,2.202529E+03,2.422814E+03,1.143405E-01,2.140608E-01,1.453102E+03,1.421638E+03,7.543509E-02,1.256051E-01
08:10:00,7.912130E+02,2.566032E+03,4.107562E-02,2.267116E-01,2.373944E+03,2.415581E+03,1.232395E-01,2.134215E-01,1.453058E+03,3.193504E+03,7.543302E-02,2.821520E-01,2.202465E+03,2.459219E+03,1.143375E-01,2.172766E-01,1.453058E+03,1.450315E+03,7.543302E-02,1.281383E-01
08:20:00,7.912121E+02,2.581961E+03,4.107557E-02,2.281186E-01,2.373881E+03,2.467043E+03,1.232366E-01,2.179677E-01,1.453017E+03,3.281032E+03,7.543111E-02,2.898843E-01,2.202407E+03,2.502127E+03,1.143347E-01,2.210670E-01,1.453017E+03,1.478650E+03,7.543111E-02,1.306414E-01
08:30:00,7.912109E+02,2.599012E+03,4.107551E-02,2.296251E-01,2.373819E+03,2.519362E+03,1.232336E-01,2.225898E-01,1.452976E+03,3.359725E+03,7.542919E-02,2.968363E-01,2.202347E+03,2.546496E+03,1.143319E-01,2.249868E-01,1.452976E+03,1.507798E+03,7.542919E-02,1.332165E-01
08:40:00,7.912092E+02,2.617094E+03,4.107542E-02,2.312227E-01,2.373765E+03,2.572352E+03,1.232311E-01,2.272713E-01,1.452941E+03,3.429596E+03,7.542753E-02,3.030092E-01,2.202295E+03,2.591877E+03,1.143294E-01,2.289961E-01,1.452941E+03,1.537664E+03,7.542753E-02,1.358551E-01
08:50:00,7.912072E+02,2.636105E+03,4.107532E-02,2.329023E-01,2.373718E+03,2.625893E+03,1.232289E-01,2.320017E-01,1.452910E+03,3.490348E+03,7.542607E-02,3.083766E-01,2.202250E+03,2.638013E+03,1.143272E-01,2.330723E-01,1.452910E+03,1.568175E+03,7.542607E-02,1.385507E-01
09:00:00,7.912050E+02,2.655897E+03,4.107520E-02,2.346509E-01,2.373677E+03,2.679874E+03,1.232269E-01,2.367708E-01,1.452883E+03,3.541800E+03,7.542478E-02,3.129223E-01,2.202209E+03,2.684690E+03,1.143252E-01,2.371961E-01,1.452883E+03,1.599245E+03,7.542478E-02,1.412956E-01
09:10:00,7.912026E+02,2.676329E+03,4.107508E-02,2.364562E-01,2.373640E+03,2.733731E+03,1.232251E-01,2.415290E-01,1.452859E+03,3.581249E+03,7.542363E-02,3.164075E-01,2.202172E+03,2.731355E+03,1.143235E-01,2.413190E-01,1.452859E+03,1.630516E+03,7.542363E-02,1.440585E-01
09:20:00,7.912001E+02,2.697261E+03,4.107495E-02,2.383055E-01,2.373608E+03,2.787344E+03,1.232236E-01,2.462658E-01,1.452838E+03,3.604606E+03,7.542260E-02,3.184710E-01,2.202140E+03,2.777859E+03,1.143219E-01,2.454276E-01,1.452838E+03,1.661894E+03,7.542260E-02,1.468307E-01
